time,signal,feeder,pump,condition
21-10-2019-02:05:40,play,b'',,R reward
21-10-2019-02:05:50,,b'',,R reward
21-10-2019-02:06:00,play,b'',,R reward
21-10-2019-02:06:10,,b'',,R reward
21-10-2019-02:06:20,play,b'',,R reward
21-10-2019-02:06:30,,b'',,R reward
21-10-2019-02:06:40,play,b'',,R reward
21-10-2019-02:06:50,,b'',,R reward
21-10-2019-02:07:00,play,b'',,R reward
21-10-2019-02:07:10,,b'',,R reward
21-10-2019-02:07:20,,b'',,R reward
21-10-2019-02:07:22,play,,,R reward
21-10-2019-02:07:32,,b'',,R reward
21-10-2019-02:07:42,play,b'',,R reward
21-10-2019-02:07:52,,b'',,R reward
21-10-2019-02:08:02,play,b'',,R reward
21-10-2019-02:08:12,,b'',,R reward
21-10-2019-02:08:22,play,b'',,R reward
21-10-2019-02:08:32,,b'',,R reward
21-10-2019-02:08:42,play,b'',,R reward
21-10-2019-02:08:52,,b'',,R reward
21-10-2019-02:09:02,,b'',,R reward
21-10-2019-02:09:12,play,b'',,L reward
21-10-2019-02:09:22,,b'',,L reward
21-10-2019-02:09:32,play,b'',,L reward
21-10-2019-02:09:42,,b'',,L reward
21-10-2019-02:09:52,play,b'',,L reward
21-10-2019-02:10:02,,b'',,L reward
21-10-2019-02:10:12,play,b'',,L reward
21-10-2019-02:10:22,,b'',,L reward
21-10-2019-02:10:32,play,b'',,L reward
21-10-2019-02:10:42,,b'',,L reward
21-10-2019-02:10:52,,b'',,L reward
21-10-2019-02:10:53,play,,,L reward
21-10-2019-02:11:03,,b'',,L reward
21-10-2019-02:11:13,play,b'',,L reward
21-10-2019-02:11:23,,b'',,L reward
21-10-2019-02:11:33,play,b'',,L reward
21-10-2019-02:11:43,,b'',,L reward
21-10-2019-02:11:53,play,b'',,L reward
21-10-2019-02:12:03,,b'',,L reward
21-10-2019-02:12:13,play,b'',,L reward
21-10-2019-02:12:23,,b'',,L reward
21-10-2019-02:12:33,play,b'',,L reward
21-10-2019-02:12:43,,b'',,L reward
21-10-2019-02:12:53,play,b'',,L reward
21-10-2019-02:13:03,,b'',,L reward
21-10-2019-02:13:13,play,b'',,L reward
21-10-2019-02:13:23,,b'',,L reward
21-10-2019-02:13:33,play,b'',,L reward
21-10-2019-02:13:43,,b'',,L reward
21-10-2019-02:13:53,play,b'',,L reward
21-10-2019-02:14:03,,b'',,L reward
21-10-2019-02:14:13,play,b'',,L reward
21-10-2019-02:14:23,,b'',,L reward
21-10-2019-02:14:33,play,b'',,L reward
21-10-2019-02:14:43,,b'',,L reward
21-10-2019-02:14:53,,b'',,L reward
21-10-2019-02:14:54,play,,,L reward
21-10-2019-02:15:04,,b'',,L reward
21-10-2019-02:15:14,play,b'',,L reward
21-10-2019-02:15:23,,b'2',2,L reward
21-10-2019-02:15:24,,b'2',,L reward
21-10-2019-02:15:25,,b'2',,L reward
21-10-2019-02:15:26,,b'2',,L reward
21-10-2019-02:15:27,,b'2',,L reward
21-10-2019-02:15:28,,b'2',,L reward
21-10-2019-02:15:29,,b'2',,L reward
21-10-2019-02:15:30,,b'2',,L reward
21-10-2019-02:15:31,,b'2',,L reward
21-10-2019-02:15:32,,b'2',,L reward
21-10-2019-02:15:42,play,b'',,L reward
21-10-2019-02:15:44,,b'1',1,L reward
21-10-2019-02:15:45,,b'1',,L reward
21-10-2019-02:15:46,,b'1',,L reward
21-10-2019-02:15:47,,b'1',,L reward
21-10-2019-02:15:48,,b'1',,L reward
21-10-2019-02:15:49,,b'1',,L reward
21-10-2019-02:15:50,,b'1',,L reward
21-10-2019-02:15:51,,b'1',,L reward
21-10-2019-02:15:52,,b'1',,L reward
21-10-2019-02:15:53,,b'1',,L reward
21-10-2019-02:15:54,,b'1',,L reward
21-10-2019-02:15:55,,b'1',,L reward
21-10-2019-02:15:56,,b'1',,L reward
21-10-2019-02:15:57,,b'1',,L reward
21-10-2019-02:15:58,,b'1',,L reward
21-10-2019-02:15:59,,b'1',,L reward
21-10-2019-02:16:00,,b'1',,L reward
21-10-2019-02:16:01,,b'1',,L reward
21-10-2019-02:16:02,,b'1',,L reward
21-10-2019-02:16:03,,b'1',,L reward
21-10-2019-02:16:04,,b'1',,L reward
21-10-2019-02:16:05,,b'1',,L reward
21-10-2019-02:16:15,play,b'',,L reward
21-10-2019-02:16:25,,b'',,L reward
21-10-2019-02:16:35,play,b'',,L reward
21-10-2019-02:16:45,,b'',,L reward
21-10-2019-02:16:55,play,b'',,L reward
21-10-2019-02:17:05,,b'',,L reward
21-10-2019-02:17:15,play,b'',,L reward
21-10-2019-02:17:25,,b'',,L reward
21-10-2019-02:17:35,play,b'',,L reward
21-10-2019-02:17:45,,b'',,L reward
21-10-2019-02:17:49,,b'2',2,L reward
21-10-2019-02:17:50,,b'2',,L reward
21-10-2019-02:17:51,,b'2',,L reward
21-10-2019-02:17:52,,b'2',,L reward
21-10-2019-02:17:53,,b'2',,L reward
21-10-2019-02:17:54,,b'2',,L reward
21-10-2019-02:17:55,,b'2',,L reward
21-10-2019-02:17:56,,b'2',,L reward
21-10-2019-02:18:06,play,b'',,L reward
21-10-2019-02:18:16,,b'',,L reward
21-10-2019-02:18:26,play,b'',,L reward
21-10-2019-02:18:32,,b'1',1,L reward
21-10-2019-02:18:33,,b'1',,L reward
21-10-2019-02:18:34,,b'1',,L reward
21-10-2019-02:18:35,,b'1',,L reward
21-10-2019-02:18:36,,b'1',,L reward
21-10-2019-02:18:37,,b'1',,L reward
21-10-2019-02:18:38,,b'1',,L reward
21-10-2019-02:18:39,,b'1',,L reward
21-10-2019-02:18:40,,b'1',,L reward
21-10-2019-02:18:41,,b'1',,L reward
21-10-2019-02:18:42,,b'1',,L reward
21-10-2019-02:18:43,,b'1',,L reward
21-10-2019-02:18:44,,b'1',,L reward
21-10-2019-02:18:45,,b'1',,L reward
21-10-2019-02:18:46,,b'1',,L reward
21-10-2019-02:18:47,,b'1',,L reward
21-10-2019-02:18:48,,b'1',,L reward
21-10-2019-02:18:49,,b'1',,L reward
21-10-2019-02:18:50,,b'1',,L reward
21-10-2019-02:18:51,,b'1',,L reward
21-10-2019-02:18:52,,b'1',,L reward
21-10-2019-02:18:53,,b'1',,L reward
21-10-2019-02:18:54,,b'1',,L reward
21-10-2019-02:18:55,,b'1',,L reward
21-10-2019-02:18:56,,b'1',,L reward
21-10-2019-02:19:06,play,b'',,L reward
21-10-2019-02:19:16,,b'',,L reward
21-10-2019-02:19:26,play,b'',,L reward
21-10-2019-02:19:36,,b'',,
21-10-2019-02:19:37,,,,L reward
21-10-2019-02:19:47,play,b'',,L reward
21-10-2019-02:19:52,,b'2',2,L reward
21-10-2019-02:19:53,,b'2',,L reward
21-10-2019-02:19:54,,b'2',,L reward
21-10-2019-02:19:55,,b'2',,L reward
21-10-2019-02:19:56,,b'2',,L reward
21-10-2019-02:19:57,,b'2',,L reward
21-10-2019-02:19:58,,b'2',,L reward
21-10-2019-02:20:08,play,b'',,L reward
21-10-2019-02:20:18,,b'',,L reward
21-10-2019-02:20:28,play,b'',,L reward
21-10-2019-02:20:38,,b'',,L reward
21-10-2019-02:20:48,play,b'',,L reward
21-10-2019-02:20:49,,b'2',2,L reward
21-10-2019-02:20:50,,b'2',,L reward
21-10-2019-02:20:51,,b'2',,L reward
21-10-2019-02:20:52,,b'2',,L reward
21-10-2019-02:20:53,,b'2',,L reward
21-10-2019-02:20:54,,b'2',,L reward
21-10-2019-02:20:55,,b'2',,L reward
21-10-2019-02:20:56,,b'2',,L reward
21-10-2019-02:21:06,,b'',,L reward
21-10-2019-02:21:08,,b'1',,L reward
21-10-2019-02:21:09,,b'1',,L reward
21-10-2019-02:21:10,,b'1',,L reward
21-10-2019-02:21:11,,b'1',,L reward
21-10-2019-02:21:12,,b'1',,L reward
21-10-2019-02:21:13,,b'1',,L reward
21-10-2019-02:21:24,play,b'',,L reward
21-10-2019-02:21:34,,b'',,L reward
21-10-2019-02:21:44,play,b'',,L reward
21-10-2019-02:21:54,,b'',,L reward
21-10-2019-02:22:04,play,b'',,L reward
21-10-2019-02:22:12,,b'2',2,L reward
21-10-2019-02:22:13,,b'2',,L reward
21-10-2019-02:22:14,,b'2',,L reward
21-10-2019-02:22:24,play,b'',,L reward
21-10-2019-02:22:34,,b'',,L reward
21-10-2019-02:22:44,play,b'1',1,L reward
21-10-2019-02:22:45,,b'1',,L reward
21-10-2019-02:22:46,,b'1',,L reward
21-10-2019-02:22:47,,b'1',,L reward
21-10-2019-02:22:48,,b'1',,L reward
21-10-2019-02:22:49,,b'1',,L reward
21-10-2019-02:22:50,,b'1',,L reward
21-10-2019-02:22:51,,b'1',,L reward
21-10-2019-02:23:01,,b'',,L reward
21-10-2019-02:23:11,play,b'',,L reward
21-10-2019-02:23:21,,b'',,L reward
21-10-2019-02:23:31,play,b'',,L reward
21-10-2019-02:23:32,,b'2',no 2,L reward
21-10-2019-02:23:33,,b'2',,L reward
21-10-2019-02:23:43,,b'',,L reward
21-10-2019-02:23:51,,b'2',,L reward
21-10-2019-02:24:01,play,b'',,L reward
21-10-2019-02:24:11,,b'',,L reward
21-10-2019-02:24:15,,b'1',1,L reward
21-10-2019-02:24:16,,b'1',,L reward
21-10-2019-02:24:17,,b'1',,L reward
21-10-2019-02:24:18,,b'1',,L reward
21-10-2019-02:24:19,,b'1',,L reward
21-10-2019-02:24:20,,b'1',,L reward
21-10-2019-02:24:21,,b'1',,L reward
21-10-2019-02:24:22,,b'1',,L reward
21-10-2019-02:24:24,,b'1',,L reward
21-10-2019-02:24:25,,b'1',,L reward
21-10-2019-02:24:26,,b'1',,L reward
21-10-2019-02:24:36,play,b'',,L reward
21-10-2019-02:24:44,,b'2',no 2,L reward
21-10-2019-02:24:45,,b'2',,L reward
21-10-2019-02:24:46,,b'2',,L reward
21-10-2019-02:24:56,play,b'',,L reward
21-10-2019-02:25:06,,b'',,L reward
21-10-2019-02:25:16,play,b'',,L reward
21-10-2019-02:25:26,,b'',,L reward
21-10-2019-02:25:36,play,b'',,L reward
21-10-2019-02:25:46,,b'',,L reward
21-10-2019-02:25:56,play,b'',,L reward
21-10-2019-02:26:06,,b'',,L reward
21-10-2019-02:26:16,,b'',,L reward
21-10-2019-02:26:17,play,,,L reward
21-10-2019-02:26:27,,b'',,L reward
21-10-2019-02:26:37,play,b'',,L reward
21-10-2019-02:26:47,,b'',,L reward
21-10-2019-02:26:57,play,b'',,L reward
21-10-2019-02:27:07,,b'',,L reward
21-10-2019-02:27:17,play,b'',,L reward
21-10-2019-02:27:27,,b'',,L reward
21-10-2019-02:27:37,play,b'',,L reward
21-10-2019-02:27:47,,b'',,L reward
21-10-2019-02:27:57,play,b'',,L reward
21-10-2019-02:28:07,,b'',,L reward
21-10-2019-02:28:17,play,b'',,L reward
21-10-2019-02:28:27,,b'',,L reward
21-10-2019-02:28:37,play,b'',,L reward
21-10-2019-02:28:47,,b'',,L reward
21-10-2019-02:28:57,play,b'',,L reward
21-10-2019-02:29:07,,b'',,L reward
21-10-2019-02:29:17,play,b'',,L reward
21-10-2019-02:29:27,,b'',,L reward
21-10-2019-02:29:37,play,b'',,L reward
21-10-2019-02:29:47,,b'',,L reward
21-10-2019-02:29:57,play,b'',,L reward
21-10-2019-02:30:07,,b'',,L reward
21-10-2019-02:30:18,play,b'',,L reward
21-10-2019-02:30:28,,b'',,L reward
21-10-2019-02:30:38,play,b'',,L reward
21-10-2019-02:30:48,,b'',,L reward
21-10-2019-02:30:58,play,b'',,L reward
21-10-2019-02:31:08,,b'',,L reward
21-10-2019-02:31:18,play,b'',,L reward
21-10-2019-02:31:28,,b'',,L reward
21-10-2019-02:31:38,play,b'',,L reward
21-10-2019-02:31:48,,b'',,L reward
21-10-2019-02:31:58,play,b'',,L reward
21-10-2019-02:32:08,,b'',,L reward
21-10-2019-02:32:18,play,b'',,L reward
21-10-2019-02:32:28,,b'',,L reward
21-10-2019-02:32:38,play,b'',,L reward
21-10-2019-02:32:48,,b'',,L reward
21-10-2019-02:32:58,play,b'',,L reward
21-10-2019-02:33:08,,b'',,L reward
21-10-2019-02:33:18,play,b'',,L reward
21-10-2019-02:33:28,,b'',,L reward
21-10-2019-02:33:38,play,b'',,L reward
21-10-2019-02:33:48,,b'',,L reward
21-10-2019-02:33:58,play,b'',,L reward
21-10-2019-02:34:09,,b'',,L reward
21-10-2019-02:34:19,play,b'',,L reward
21-10-2019-02:34:29,,b'',,L reward
21-10-2019-02:34:39,play,b'',,L reward
21-10-2019-02:34:49,,b'',,L reward
21-10-2019-02:34:59,play,b'',,L reward
21-10-2019-02:35:09,,b'',,L reward
21-10-2019-02:35:19,play,b'',,L reward
21-10-2019-02:35:29,,b'',,L reward
21-10-2019-02:35:39,play,b'',,L reward
21-10-2019-02:35:49,,b'',,L reward
21-10-2019-02:35:59,play,b'',,L reward
21-10-2019-02:36:09,,b'',,L reward
21-10-2019-02:36:19,play,b'',,L reward
21-10-2019-02:36:29,,b'',,L reward
21-10-2019-02:36:39,play,b'',,L reward
21-10-2019-02:36:49,,b'',,L reward
21-10-2019-02:36:59,play,b'',,L reward
21-10-2019-02:37:09,,b'',,L reward
21-10-2019-02:37:19,play,b'',,L reward
21-10-2019-02:37:29,,b'',,L reward
21-10-2019-02:37:39,play,b'',,L reward
21-10-2019-02:37:50,,b'',,L reward
21-10-2019-02:38:00,play,b'',,L reward
21-10-2019-02:38:10,,b'',,L reward
21-10-2019-02:38:20,play,b'',,L reward
21-10-2019-02:38:30,,b'',,L reward
21-10-2019-02:38:40,play,b'',,L reward
21-10-2019-02:38:50,,b'',,L reward
21-10-2019-02:39:00,play,b'',,L reward
21-10-2019-02:39:10,,b'',,L reward
21-10-2019-02:39:20,play,b'',,L reward
21-10-2019-02:39:30,,b'',,L reward
21-10-2019-02:39:40,play,b'',,L reward
21-10-2019-02:39:50,,b'',,L reward
21-10-2019-02:40:00,play,b'',,L reward
21-10-2019-02:40:10,,b'',,L reward
21-10-2019-02:40:20,play,b'',,L reward
21-10-2019-02:40:30,,b'',,L reward
21-10-2019-02:40:40,play,b'',,L reward
21-10-2019-02:40:50,,b'',,L reward
21-10-2019-02:41:00,play,b'',,L reward
21-10-2019-02:41:10,,b'',,L reward
21-10-2019-02:41:20,play,b'',,L reward
21-10-2019-02:41:30,,b'',,L reward
21-10-2019-02:41:40,,b'',,L reward
21-10-2019-02:41:41,play,,,L reward
21-10-2019-02:41:51,,b'',,L reward
21-10-2019-02:42:01,play,b'',,L reward
21-10-2019-02:42:11,,b'',,L reward
21-10-2019-02:42:21,play,b'',,L reward
21-10-2019-02:42:31,,b'',,L reward
21-10-2019-02:42:41,play,b'',,L reward
21-10-2019-02:42:51,,b'',,L reward
21-10-2019-02:43:01,play,b'',,L reward
21-10-2019-02:43:11,,b'',,L reward
21-10-2019-02:43:21,play,b'',,L reward
21-10-2019-02:43:31,,b'',,L reward
21-10-2019-02:43:41,play,b'',,L reward
21-10-2019-02:43:51,,b'',,L reward
21-10-2019-02:44:01,play,b'',,L reward
21-10-2019-02:44:11,,b'',,L reward
21-10-2019-02:44:21,play,b'',,L reward
21-10-2019-02:44:31,,b'',,L reward
21-10-2019-02:44:41,play,b'',,L reward
21-10-2019-02:44:51,,b'',,L reward
21-10-2019-02:45:01,play,b'',,L reward
21-10-2019-02:45:11,,b'',,L reward
21-10-2019-02:45:21,play,b'',,L reward
21-10-2019-02:45:31,,b'',,L reward
21-10-2019-02:45:42,play,b'',,L reward
21-10-2019-02:45:52,,b'',,L reward
21-10-2019-02:46:02,play,b'',,L reward
21-10-2019-02:46:12,,b'',,L reward
21-10-2019-02:46:22,play,b'',,L reward
21-10-2019-02:46:32,,b'',,L reward
21-10-2019-02:46:42,play,b'',,L reward
21-10-2019-02:46:52,,b'',,L reward
21-10-2019-02:47:02,play,b'',,L reward
21-10-2019-02:47:12,,b'',,L reward
21-10-2019-02:47:22,play,b'',,L reward
21-10-2019-02:47:32,,b'',,L reward
21-10-2019-02:47:42,play,b'',,L reward
21-10-2019-02:47:52,,b'',,L reward
21-10-2019-02:48:02,play,b'',,L reward
21-10-2019-02:48:12,,b'',,L reward
21-10-2019-02:48:22,play,b'',,L reward
21-10-2019-02:48:32,,b'',,L reward
21-10-2019-02:48:42,play,b'',,L reward
21-10-2019-02:48:52,,b'',,L reward
21-10-2019-02:49:02,play,b'',,L reward
21-10-2019-02:49:12,,b'',,L reward
21-10-2019-02:49:22,,b'',,L reward
21-10-2019-02:49:23,play,,,L reward
21-10-2019-02:49:33,,b'',,L reward
21-10-2019-02:49:43,play,b'',,L reward
21-10-2019-02:49:53,,b'',,L reward
21-10-2019-02:50:03,play,b'',,L reward
21-10-2019-02:50:13,,b'',,L reward
21-10-2019-02:50:23,play,b'',,L reward
21-10-2019-02:50:33,,b'',,L reward
21-10-2019-02:50:43,play,b'',,L reward
21-10-2019-02:50:53,,b'',,L reward
21-10-2019-02:51:03,play,b'',,L reward
21-10-2019-02:51:13,,b'',,L reward
21-10-2019-02:51:23,play,b'',,L reward
21-10-2019-02:51:33,,b'',,L reward
21-10-2019-02:51:43,play,b'',,L reward
21-10-2019-02:51:53,,b'',,L reward
21-10-2019-02:52:03,play,b'',,L reward
21-10-2019-02:52:13,,b'',,L reward
21-10-2019-02:52:23,play,b'',,L reward
21-10-2019-02:52:33,,b'',,L reward
21-10-2019-02:52:43,play,b'',,L reward
21-10-2019-02:52:53,,b'',,L reward
21-10-2019-02:53:03,play,b'',,L reward
21-10-2019-02:53:13,,b'',,L reward
21-10-2019-02:53:24,play,b'',,L reward
21-10-2019-02:53:34,,b'',,L reward
21-10-2019-02:53:44,play,b'',,L reward
21-10-2019-02:53:54,,b'',,L reward
21-10-2019-02:54:04,play,b'',,L reward
21-10-2019-02:54:14,,b'',,L reward
21-10-2019-02:54:24,play,b'',,L reward
21-10-2019-02:54:34,,b'',,L reward
21-10-2019-02:54:44,play,b'',,L reward
21-10-2019-02:54:54,,b'',,L reward
21-10-2019-02:55:04,play,b'',,L reward
21-10-2019-02:55:14,,b'',,L reward
21-10-2019-02:55:24,play,b'',,L reward
21-10-2019-02:55:34,,b'',,L reward
21-10-2019-02:55:44,play,b'',,L reward
21-10-2019-02:55:54,,b'',,L reward
21-10-2019-02:56:04,play,b'',,L reward
21-10-2019-02:56:14,,b'',,L reward
21-10-2019-02:56:24,play,b'',,L reward
21-10-2019-02:56:34,,b'',,L reward
21-10-2019-02:56:44,play,b'',,L reward
21-10-2019-02:56:54,,b'',,L reward
21-10-2019-02:57:04,,b'',,L reward
21-10-2019-02:57:05,play,,,L reward
21-10-2019-02:57:15,,b'',,L reward
21-10-2019-02:57:25,play,b'',,L reward
21-10-2019-02:57:35,,b'',,L reward
21-10-2019-02:57:45,play,b'',,L reward
21-10-2019-02:57:55,,b'',,L reward
21-10-2019-02:58:05,play,b'',,L reward
21-10-2019-02:58:15,,b'',,L reward
21-10-2019-02:58:25,play,b'',,L reward
21-10-2019-02:58:35,,b'',,L reward
21-10-2019-02:58:45,play,b'',,L reward
21-10-2019-02:58:55,,b'',,L reward
21-10-2019-02:59:05,play,b'',,L reward
21-10-2019-02:59:15,,b'',,L reward
21-10-2019-02:59:25,play,b'',,L reward
21-10-2019-02:59:35,,b'',,L reward
21-10-2019-02:59:45,play,b'',,L reward
21-10-2019-02:59:55,,b'',,L reward
21-10-2019-03:00:05,play,b'',,L reward
21-10-2019-03:00:15,,b'',,L reward
21-10-2019-03:00:25,play,b'',,L reward
21-10-2019-03:00:35,,b'',,L reward
21-10-2019-03:00:45,play,b'',,L reward
21-10-2019-03:00:55,,b'',,L reward
21-10-2019-03:01:06,play,b'',,L reward
21-10-2019-03:01:16,,b'',,L reward
21-10-2019-03:01:26,play,b'',,L reward
21-10-2019-03:01:36,,b'',,L reward
21-10-2019-03:01:46,play,b'',,L reward
21-10-2019-03:01:56,,b'',,L reward
21-10-2019-03:02:06,play,b'',,L reward
21-10-2019-03:02:16,,b'',,L reward
21-10-2019-03:02:26,play,b'',,L reward
21-10-2019-03:02:36,,b'',,L reward
21-10-2019-03:02:46,play,b'',,L reward
21-10-2019-03:02:56,,b'',,L reward
21-10-2019-03:03:06,play,b'',,L reward
21-10-2019-03:03:16,,b'',,L reward
21-10-2019-03:03:26,play,b'',,L reward
21-10-2019-03:03:36,,b'',,L reward
21-10-2019-03:03:46,play,b'',,L reward
21-10-2019-03:03:56,,b'',,L reward
21-10-2019-03:04:06,play,b'',,L reward
21-10-2019-03:04:16,,b'',,L reward
21-10-2019-03:04:26,play,b'',,L reward
21-10-2019-03:04:36,,b'',,L reward
21-10-2019-03:04:46,,b'',,L reward
21-10-2019-03:04:47,play,,,L reward
21-10-2019-03:04:57,,b'',,L reward
21-10-2019-03:05:07,play,b'',,L reward
21-10-2019-03:05:17,,b'',,L reward
21-10-2019-03:05:27,play,b'',,L reward
21-10-2019-03:05:37,,b'',,L reward
21-10-2019-03:05:47,play,b'',,L reward
21-10-2019-03:05:57,,b'',,L reward
21-10-2019-03:06:07,play,b'',,L reward
21-10-2019-03:06:17,,b'',,L reward
21-10-2019-03:06:27,play,b'',,L reward
21-10-2019-03:06:37,,b'',,L reward
21-10-2019-03:06:47,play,b'',,L reward
21-10-2019-03:06:57,,b'',,L reward
21-10-2019-03:07:07,play,b'',,L reward
21-10-2019-03:07:17,,b'',,L reward
21-10-2019-03:07:27,play,b'',,L reward
21-10-2019-03:07:37,,b'',,L reward
21-10-2019-03:07:49,play,b'',,L reward
21-10-2019-03:07:59,,b'',,L reward
21-10-2019-03:08:09,play,b'',,L reward
21-10-2019-03:08:19,,b'',,L reward
21-10-2019-03:08:29,play,b'',,L reward
21-10-2019-03:08:39,,b'',,L reward
21-10-2019-03:08:49,play,b'',,L reward
21-10-2019-03:08:59,,b'',,L reward
21-10-2019-03:09:09,,b'',,L reward
21-10-2019-03:09:19,play,b'',,R reward
21-10-2019-03:09:29,,b'',,R reward
21-10-2019-03:09:39,play,b'',,R reward
21-10-2019-03:09:49,,b'',,R reward
21-10-2019-03:09:59,play,b'',,R reward
21-10-2019-03:10:09,,b'',,R reward
21-10-2019-03:10:19,play,b'',,R reward
21-10-2019-03:10:29,,b'',,R reward
21-10-2019-03:10:40,play,b'',,R reward
21-10-2019-03:10:50,,b'',,R reward
21-10-2019-03:11:00,play,b'',,R reward
21-10-2019-03:11:10,,b'',,R reward
21-10-2019-03:11:20,play,b'',,R reward
21-10-2019-03:11:30,,b'',,R reward
21-10-2019-03:11:40,play,b'',,R reward
21-10-2019-03:11:50,,b'',,R reward
21-10-2019-03:12:00,play,b'',,R reward
21-10-2019-03:12:10,,b'',,R reward
21-10-2019-03:12:20,play,b'',,R reward
21-10-2019-03:12:30,,b'',,R reward
21-10-2019-03:12:40,play,b'',,R reward
21-10-2019-03:12:50,,b'',,R reward
21-10-2019-03:13:00,play,b'',,R reward
21-10-2019-03:13:10,,b'',,R reward
21-10-2019-03:13:20,play,b'',,R reward
21-10-2019-03:13:30,,b'',,R reward
21-10-2019-03:13:40,play,b'',,R reward
21-10-2019-03:13:50,,b'',,R reward
21-10-2019-03:14:00,play,b'',,R reward
21-10-2019-03:14:10,,b'',,R reward
21-10-2019-03:14:20,,b'',,R reward
21-10-2019-03:14:21,play,,,R reward
21-10-2019-03:14:31,,b'',,R reward
21-10-2019-03:14:41,play,b'',,R reward
21-10-2019-03:14:51,,b'',,R reward
21-10-2019-03:15:01,play,b'',,R reward
21-10-2019-03:15:11,,b'',,R reward
21-10-2019-03:15:21,play,b'',,R reward
21-10-2019-03:15:31,,b'',,R reward
21-10-2019-03:15:41,play,b'',,R reward
21-10-2019-03:15:51,,b'',,R reward
21-10-2019-03:16:01,play,b'',,R reward
21-10-2019-03:16:11,,b'',,R reward
21-10-2019-03:16:21,play,b'',,R reward
21-10-2019-03:16:31,,b'',,R reward
21-10-2019-03:16:41,play,b'',,R reward
21-10-2019-03:16:51,,b'',,R reward
21-10-2019-03:17:01,play,b'',,R reward
21-10-2019-03:17:11,,b'',,R reward
21-10-2019-03:17:21,play,b'',,R reward
21-10-2019-03:17:31,,b'',,R reward
21-10-2019-03:17:41,play,b'',,R reward
21-10-2019-03:17:51,,b'',,R reward
21-10-2019-03:18:01,play,b'',,R reward
21-10-2019-03:18:12,,b'',,R reward
21-10-2019-03:18:22,play,b'',,R reward
21-10-2019-03:18:32,,b'',,R reward
21-10-2019-03:18:42,play,b'',,R reward
21-10-2019-03:18:52,,b'',,R reward
21-10-2019-03:19:02,play,b'',,R reward
21-10-2019-03:19:12,,b'',,R reward
21-10-2019-03:19:22,play,b'',,R reward
21-10-2019-03:19:32,,b'',,R reward
21-10-2019-03:19:42,play,b'',,R reward
21-10-2019-03:19:52,,b'',,R reward
21-10-2019-03:20:02,play,b'',,R reward
21-10-2019-03:20:12,,b'',,R reward
21-10-2019-03:20:22,play,b'',,R reward
21-10-2019-03:20:32,,b'',,R reward
21-10-2019-03:20:42,play,b'',,R reward
21-10-2019-03:20:52,,b'',,R reward
21-10-2019-03:21:02,play,b'',,R reward
21-10-2019-03:21:12,,b'',,R reward
21-10-2019-03:21:22,play,b'',,R reward
21-10-2019-03:21:32,,b'',,R reward
21-10-2019-03:21:42,play,b'',,R reward
21-10-2019-03:21:52,,b'',,R reward
21-10-2019-03:22:03,play,b'',,R reward
21-10-2019-03:22:13,,b'',,R reward
21-10-2019-03:22:23,play,b'',,R reward
21-10-2019-03:22:33,,b'',,R reward
21-10-2019-03:22:43,play,b'',,R reward
21-10-2019-03:22:53,,b'',,R reward
21-10-2019-03:23:03,play,b'',,R reward
21-10-2019-03:23:13,,b'',,R reward
21-10-2019-03:23:23,play,b'',,R reward
21-10-2019-03:23:33,,b'',,R reward
