,signal,feeder,pump
12-05-2019-20:52:56,,b'',
12-05-2019-20:53:01,play,b'',
12-05-2019-20:53:08,,b'',
12-05-2019-20:53:13,,b'',
12-05-2019-20:53:18,,b'',
12-05-2019-20:53:23,play,b'',
12-05-2019-20:53:30,,b'',
12-05-2019-20:53:35,,b'',
12-05-2019-20:53:40,,b'',
12-05-2019-20:53:45,play,b'',
12-05-2019-20:53:52,,b'',
12-05-2019-20:53:57,,b'',
12-05-2019-20:54:02,,b'',
12-05-2019-20:54:07,play,b'',
12-05-2019-20:54:14,,b'',
12-05-2019-20:54:19,,b'',
12-05-2019-20:54:24,,b'',
12-05-2019-20:54:29,play,b'',
12-05-2019-20:54:36,,b'',
12-05-2019-20:54:41,,b'',
12-05-2019-20:54:46,,b'',
12-05-2019-20:54:51,play,b'',
12-05-2019-20:54:58,,b'',
12-05-2019-20:55:03,,b'',
12-05-2019-20:55:08,,b'',
12-05-2019-20:55:13,play,b'',
12-05-2019-20:55:20,,b'',
12-05-2019-20:55:25,,b'',
12-05-2019-20:55:30,,b'',
12-05-2019-20:55:35,play,b'',
12-05-2019-20:55:43,,b'',
12-05-2019-20:55:48,,b'',
12-05-2019-20:55:53,,b'',
12-05-2019-20:55:58,play,b'',
12-05-2019-20:56:05,,b'',
12-05-2019-20:56:10,,b'',
12-05-2019-20:56:15,,b'',
12-05-2019-20:56:20,play,b'',
12-05-2019-20:56:27,,b'',
12-05-2019-20:56:32,,b'',
12-05-2019-20:56:37,,b'',
12-05-2019-20:56:42,play,b'',
12-05-2019-20:56:49,,b'',
12-05-2019-20:56:54,,b'',
12-05-2019-20:56:59,,b'',
12-05-2019-20:57:04,play,b'',
12-05-2019-20:57:11,,b'',
12-05-2019-20:57:16,,b'',
12-05-2019-20:57:21,,b'',
12-05-2019-20:57:26,play,b'',
12-05-2019-20:57:33,,b'',
12-05-2019-20:57:38,,b'',
12-05-2019-20:57:43,,b'',
12-05-2019-20:57:48,play,b'',
12-05-2019-20:57:55,,b'',
12-05-2019-20:58:00,,b'',
12-05-2019-20:58:05,,b'',
12-05-2019-20:58:10,play,b'',
12-05-2019-20:58:17,,b'',
12-05-2019-20:58:22,,b'',
12-05-2019-20:58:27,,b'',
12-05-2019-20:58:32,,b'',
12-05-2019-20:58:33,play,,
12-05-2019-20:58:40,,b'',
12-05-2019-20:58:45,,b'',
12-05-2019-20:58:50,,b'',
12-05-2019-20:58:55,play,b'',
12-05-2019-20:59:02,,b'',
12-05-2019-20:59:07,,b'',
12-05-2019-20:59:12,,b'',
12-05-2019-20:59:17,play,b'',
12-05-2019-20:59:24,,b'',
12-05-2019-20:59:29,,b'',
12-05-2019-20:59:34,,b'',
12-05-2019-20:59:39,play,b'',
12-05-2019-20:59:46,,b'',
12-05-2019-20:59:51,,b'',
12-05-2019-20:59:56,,b'',
12-05-2019-21:00:01,play,b'',
12-05-2019-21:00:08,,b'',
12-05-2019-21:00:13,,b'',
12-05-2019-21:00:18,,b'',
12-05-2019-21:00:23,play,b'',
12-05-2019-21:00:30,,b'',
12-05-2019-21:00:35,,b'',
12-05-2019-21:00:40,,b'',
12-05-2019-21:00:45,play,b'',
12-05-2019-21:00:52,,b'',
12-05-2019-21:00:57,,b'',
12-05-2019-21:01:02,,b'',
12-05-2019-21:01:07,play,b'',
12-05-2019-21:01:14,,b'',
12-05-2019-21:01:19,,b'',
12-05-2019-21:01:25,,b'',
12-05-2019-21:01:30,play,b'',
12-05-2019-21:01:37,,b'',
12-05-2019-21:01:42,,b'',
12-05-2019-21:01:47,,b'',
12-05-2019-21:01:52,play,b'',
12-05-2019-21:01:59,,b'',
12-05-2019-21:02:04,,b'',
12-05-2019-21:02:09,,b'',
12-05-2019-21:02:14,play,b'',
12-05-2019-21:02:21,,b'',
12-05-2019-21:02:26,,b'',
12-05-2019-21:02:31,,b'',
12-05-2019-21:02:36,play,b'',
12-05-2019-21:02:43,,b'',
12-05-2019-21:02:48,,b'',
12-05-2019-21:02:53,,b'',
12-05-2019-21:02:58,play,b'',
12-05-2019-21:03:05,,b'',
12-05-2019-21:03:10,,b'',
12-05-2019-21:03:15,,b'',
12-05-2019-21:03:20,play,b'',
12-05-2019-21:03:27,,b'',
12-05-2019-21:03:32,,b'',
12-05-2019-21:03:37,,b'',
12-05-2019-21:03:42,play,b'',
12-05-2019-21:03:49,,b'',
12-05-2019-21:03:54,,b'',
12-05-2019-21:03:59,,b'',
12-05-2019-21:04:04,play,b'',
12-05-2019-21:04:11,,b'',
12-05-2019-21:04:17,,b'',
12-05-2019-21:04:22,,b'',
12-05-2019-21:04:27,play,b'',
12-05-2019-21:04:34,,b'',
12-05-2019-21:04:39,,b'',
12-05-2019-21:04:44,,b'',
12-05-2019-21:04:49,play,b'',
12-05-2019-21:04:56,,b'',
12-05-2019-21:05:01,,b'',
12-05-2019-21:05:06,,b'',
12-05-2019-21:05:11,play,b'',
12-05-2019-21:05:18,,b'',
12-05-2019-21:05:23,,b'',
12-05-2019-21:05:28,,b'',
12-05-2019-21:05:33,play,b'',
12-05-2019-21:05:40,,b'',
12-05-2019-21:05:45,,b'',
12-05-2019-21:05:50,,b'',
12-05-2019-21:05:55,play,b'',
12-05-2019-21:06:02,,b'',
12-05-2019-21:06:07,,b'',
12-05-2019-21:06:12,,b'',
12-05-2019-21:06:17,play,b'',
12-05-2019-21:06:24,,b'',
12-05-2019-21:06:29,,b'',
12-05-2019-21:06:34,,b'',
12-05-2019-21:06:39,play,b'',
12-05-2019-21:06:46,,b'',
12-05-2019-21:06:51,,b'',
12-05-2019-21:06:56,,b'',
12-05-2019-21:07:01,,b'',
12-05-2019-21:07:02,play,,
12-05-2019-21:07:09,,b'',
12-05-2019-21:07:14,,b'',
12-05-2019-21:07:19,,b'',
12-05-2019-21:07:24,play,b'',
12-05-2019-21:07:31,,b'',
12-05-2019-21:07:36,,b'',
12-05-2019-21:07:41,,b'',
12-05-2019-21:07:46,play,b'',
12-05-2019-21:07:53,,b'',
12-05-2019-21:07:58,,b'',
12-05-2019-21:08:03,,b'',
12-05-2019-21:08:08,play,b'',
12-05-2019-21:08:15,,b'',
12-05-2019-21:08:20,,b'',
12-05-2019-21:08:25,,b'',
12-05-2019-21:08:30,play,b'',
12-05-2019-21:08:37,,b'',
12-05-2019-21:08:42,,b'',
12-05-2019-21:08:47,,b'',
12-05-2019-21:08:52,play,b'',
12-05-2019-21:08:59,,b'',
12-05-2019-21:09:04,,b'',
12-05-2019-21:09:09,,b'',
12-05-2019-21:09:14,play,b'',
12-05-2019-21:09:21,,b'',
12-05-2019-21:09:26,,b'',
12-05-2019-21:09:31,,b'',
12-05-2019-21:09:36,play,b'',
12-05-2019-21:09:43,,b'',
12-05-2019-21:09:48,,b'',
12-05-2019-21:09:54,,b'',
12-05-2019-21:09:59,play,b'',
12-05-2019-21:10:06,,b'',
12-05-2019-21:10:11,,b'',
12-05-2019-21:10:16,,b'',
12-05-2019-21:10:21,play,b'',
12-05-2019-21:10:28,,b'',
12-05-2019-21:10:33,,b'',
12-05-2019-21:10:38,,b'',
12-05-2019-21:10:43,play,b'',
12-05-2019-21:10:50,,b'',
12-05-2019-21:10:55,,b'',
12-05-2019-21:11:00,,b'',
12-05-2019-21:11:05,play,b'',
12-05-2019-21:11:12,,b'',
12-05-2019-21:11:17,,b'',
12-05-2019-21:11:22,,b'',
12-05-2019-21:11:27,play,b'',
12-05-2019-21:11:34,,b'',
12-05-2019-21:11:39,,b'',
12-05-2019-21:11:44,,b'',
12-05-2019-21:11:49,play,b'',
12-05-2019-21:11:56,,b'',
12-05-2019-21:12:01,,b'',
12-05-2019-21:12:06,,b'',
12-05-2019-21:12:11,play,b'',
12-05-2019-21:12:18,,b'',
12-05-2019-21:12:23,,b'',
12-05-2019-21:12:28,,b'',
12-05-2019-21:12:33,play,b'',
12-05-2019-21:12:41,,b'',
12-05-2019-21:12:46,,b'',
12-05-2019-21:12:51,,b'',
12-05-2019-21:12:56,play,b'',
12-05-2019-21:13:03,,b'',
12-05-2019-21:13:08,,b'',
12-05-2019-21:13:13,,b'',
12-05-2019-21:13:18,play,b'',
12-05-2019-21:13:25,,b'',
12-05-2019-21:13:30,,b'',
12-05-2019-21:13:35,,b'',
12-05-2019-21:13:40,play,b'',
12-05-2019-21:13:47,,b'',
12-05-2019-21:13:52,,b'',
12-05-2019-21:13:57,,b'',
12-05-2019-21:14:02,play,b'',
12-05-2019-21:14:09,,b'',
12-05-2019-21:14:14,,b'',
12-05-2019-21:14:19,,b'',
12-05-2019-21:14:24,play,b'',
12-05-2019-21:14:31,,b'',
12-05-2019-21:14:36,,b'',
12-05-2019-21:14:41,,b'',
12-05-2019-21:14:46,,b'2',2
12-05-2019-21:14:47,,b'2',
12-05-2019-21:14:48,,b'2',
12-05-2019-21:14:49,,b'2',
12-05-2019-21:14:50,,b'2',
12-05-2019-21:14:51,,b'2',
12-05-2019-21:14:52,,b'2',
12-05-2019-21:14:53,,b'2',
12-05-2019-21:14:54,,b'2',
12-05-2019-21:14:55,,b'2',
12-05-2019-21:14:56,,b'2',
12-05-2019-21:14:57,,b'2',
12-05-2019-21:14:58,,b'2',
12-05-2019-21:14:59,,b'2',
12-05-2019-21:15:00,,b'2',
12-05-2019-21:15:01,,b'2',
12-05-2019-21:15:02,,b'2',
12-05-2019-21:15:03,,b'2',
12-05-2019-21:15:04,,b'2',
12-05-2019-21:15:05,,b'2',
12-05-2019-21:15:06,,b'2',
12-05-2019-21:15:07,,b'2',
12-05-2019-21:15:08,,b'2',
12-05-2019-21:15:09,,b'2',
12-05-2019-21:15:10,,b'2',
12-05-2019-21:15:11,,b'2',
12-05-2019-21:15:12,,b'2',
12-05-2019-21:15:13,,b'2',
12-05-2019-21:15:14,,b'2',
12-05-2019-21:15:15,,b'2',
12-05-2019-21:15:16,,b'2',
12-05-2019-21:15:17,,b'2',
12-05-2019-21:15:18,,b'2',
12-05-2019-21:15:19,,b'2',
12-05-2019-21:15:20,,b'2',
12-05-2019-21:15:21,,b'2',
12-05-2019-21:15:22,,b'2',
12-05-2019-21:15:23,,b'2',
12-05-2019-21:15:24,,b'2',
12-05-2019-21:15:25,,b'2',
12-05-2019-21:15:26,,b'2',
12-05-2019-21:15:27,,b'2',
12-05-2019-21:15:28,,b'2',
12-05-2019-21:15:29,,b'2',
12-05-2019-21:15:30,,b'2',
12-05-2019-21:15:31,,b'2',
12-05-2019-21:15:32,,b'2',
12-05-2019-21:15:33,,b'2',
12-05-2019-21:15:34,,b'2',
12-05-2019-21:15:35,,b'2',
12-05-2019-21:15:36,,b'2',
12-05-2019-21:15:37,,b'2',
12-05-2019-21:15:38,,b'2',
12-05-2019-21:15:39,,b'2',
12-05-2019-21:15:44,play,b'',
12-05-2019-21:15:51,,b'',
12-05-2019-21:15:56,,b'',
12-05-2019-21:16:01,,b'',
12-05-2019-21:16:06,play,b'',
12-05-2019-21:16:13,,b'',
12-05-2019-21:16:18,,b'',
12-05-2019-21:16:24,,b'',
12-05-2019-21:16:29,play,b'',
12-05-2019-21:16:36,,b'',
12-05-2019-21:16:41,,b'',
12-05-2019-21:16:46,,b'',
12-05-2019-21:16:51,play,b'',
12-05-2019-21:16:58,,b'',
12-05-2019-21:17:03,,b'',
12-05-2019-21:17:08,,b'',
12-05-2019-21:17:13,play,b'',
12-05-2019-21:17:20,,b'',
12-05-2019-21:17:25,,b'',
12-05-2019-21:17:30,,b'',
12-05-2019-21:17:35,play,b'',
12-05-2019-21:17:42,,b'',
12-05-2019-21:17:47,,b'',
12-05-2019-21:17:52,,b'',
12-05-2019-21:17:57,play,b'',
12-05-2019-21:18:04,,b'',
12-05-2019-21:18:09,,b'',
12-05-2019-21:18:14,,b'',
12-05-2019-21:18:19,play,b'',
12-05-2019-21:18:26,,b'',
12-05-2019-21:18:31,,b'',
12-05-2019-21:18:36,,b'',
12-05-2019-21:18:41,play,b'',
12-05-2019-21:18:48,,b'',
12-05-2019-21:18:53,,b'',
12-05-2019-21:18:58,,b'',
12-05-2019-21:19:03,,b'',
12-05-2019-21:19:04,play,,
12-05-2019-21:19:11,,b'',
12-05-2019-21:19:16,,b'',
12-05-2019-21:19:17,,b'2',2
12-05-2019-21:19:18,,b'2',
12-05-2019-21:19:19,,b'2',
12-05-2019-21:19:20,,b'2',
12-05-2019-21:19:21,,b'2',
12-05-2019-21:19:22,,b'2',
12-05-2019-21:19:23,,b'2',
12-05-2019-21:19:24,,b'2',
12-05-2019-21:19:25,,b'2',
12-05-2019-21:19:26,,b'2',
12-05-2019-21:19:27,,b'2',
12-05-2019-21:19:28,,b'2',
12-05-2019-21:19:29,,b'2',
12-05-2019-21:19:30,,b'2',
12-05-2019-21:19:31,,b'2',
12-05-2019-21:19:32,,b'2',
12-05-2019-21:19:33,,b'2',
12-05-2019-21:19:34,,b'2',
12-05-2019-21:19:35,,b'2',
12-05-2019-21:19:36,,b'2',
12-05-2019-21:19:37,,b'2',
12-05-2019-21:19:38,,b'2',
12-05-2019-21:19:39,,b'2',
12-05-2019-21:19:40,,b'2',
12-05-2019-21:19:41,,b'2',
12-05-2019-21:19:42,,b'2',
12-05-2019-21:19:43,,b'2',
12-05-2019-21:19:44,,b'2',
12-05-2019-21:19:45,,b'2',
12-05-2019-21:19:46,,b'2',
12-05-2019-21:19:47,,b'2',
12-05-2019-21:19:48,,b'2',
12-05-2019-21:19:49,,b'2',
12-05-2019-21:19:50,,b'2',
12-05-2019-21:19:51,,b'2',
12-05-2019-21:19:52,,b'2',
12-05-2019-21:19:53,,b'2',
12-05-2019-21:19:54,,b'2',
12-05-2019-21:19:55,,b'2',
12-05-2019-21:19:56,,b'2',
12-05-2019-21:19:57,,b'2',
12-05-2019-21:19:58,,b'2',
12-05-2019-21:19:59,,b'2',
12-05-2019-21:20:00,,b'2',
12-05-2019-21:20:01,,b'2',
12-05-2019-21:20:02,,b'2',
12-05-2019-21:20:03,,b'2',
12-05-2019-21:20:04,,b'2',
12-05-2019-21:20:05,,b'2',
12-05-2019-21:20:06,,b'2',
12-05-2019-21:20:07,,b'2',
12-05-2019-21:20:08,,b'2',
12-05-2019-21:20:09,,b'2',
12-05-2019-21:20:10,,b'2',
12-05-2019-21:20:11,,b'2',
12-05-2019-21:20:12,,b'2',
12-05-2019-21:20:13,,b'2',
12-05-2019-21:20:14,,b'2',
12-05-2019-21:20:15,,b'2',
12-05-2019-21:20:16,,b'2',
12-05-2019-21:20:17,,b'2',
12-05-2019-21:20:18,,b'2',
12-05-2019-21:20:19,,b'2',
12-05-2019-21:20:20,,b'2',
12-05-2019-21:20:21,,b'2',
12-05-2019-21:20:22,,b'2',
12-05-2019-21:20:23,,b'2',
12-05-2019-21:20:24,,b'2',
12-05-2019-21:20:25,,b'2',
12-05-2019-21:20:26,,b'2',
12-05-2019-21:20:27,,b'2',
12-05-2019-21:20:28,,b'2',
12-05-2019-21:20:29,,b'2',
12-05-2019-21:20:30,,b'2',
12-05-2019-21:20:31,,b'2',
12-05-2019-21:20:32,,b'2',
12-05-2019-21:20:33,,b'2',
12-05-2019-21:20:34,,b'2',
12-05-2019-21:20:35,,b'2',
12-05-2019-21:20:36,,b'2',
12-05-2019-21:20:37,,b'2',
12-05-2019-21:20:38,,b'2',
12-05-2019-21:20:39,,b'2',
12-05-2019-21:20:40,,b'2',
12-05-2019-21:20:41,,b'2',
12-05-2019-21:20:42,,b'2',
12-05-2019-21:20:43,,b'2',
12-05-2019-21:20:44,,b'2',
12-05-2019-21:20:45,,b'2',
12-05-2019-21:20:46,,b'2',
12-05-2019-21:20:47,,b'2',
12-05-2019-21:20:48,,b'2',
12-05-2019-21:20:49,,b'2',
12-05-2019-21:20:50,,b'2',
12-05-2019-21:20:51,,b'2',
12-05-2019-21:20:52,,b'2',
12-05-2019-21:20:53,,b'2',
12-05-2019-21:20:54,,b'2',
12-05-2019-21:20:55,,b'2',
12-05-2019-21:20:56,,b'2',
12-05-2019-21:20:57,,b'2',
12-05-2019-21:20:58,,b'2',
12-05-2019-21:20:59,,b'2',
12-05-2019-21:21:00,,b'2',
12-05-2019-21:21:05,play,b'',
12-05-2019-21:21:12,,b'',
12-05-2019-21:21:17,,b'',
12-05-2019-21:21:22,,b'',
12-05-2019-21:21:27,play,b'',
12-05-2019-21:21:34,,b'',
12-05-2019-21:21:39,,b'',
12-05-2019-21:21:44,,b'',
12-05-2019-21:21:49,play,b'',
12-05-2019-21:21:56,,b'',
12-05-2019-21:22:01,,b'',
12-05-2019-21:22:06,,b'',
12-05-2019-21:22:11,play,b'',
12-05-2019-21:22:18,,b'',
12-05-2019-21:22:23,,b'',
12-05-2019-21:22:28,,b'',
12-05-2019-21:22:33,play,b'',
12-05-2019-21:22:40,,b'',
12-05-2019-21:22:45,,b'',
12-05-2019-21:22:50,,b'',
12-05-2019-21:22:55,play,b'',
12-05-2019-21:23:02,,b'',
12-05-2019-21:23:07,,b'',
12-05-2019-21:23:12,,b'',
12-05-2019-21:23:18,play,b'',
12-05-2019-21:23:25,,b'',
12-05-2019-21:23:30,,b'',
12-05-2019-21:23:35,,b'',
12-05-2019-21:23:40,play,b'',
12-05-2019-21:23:47,,b'',
12-05-2019-21:23:52,,b'',
12-05-2019-21:23:57,,b'',
12-05-2019-21:24:02,play,b'',
12-05-2019-21:24:09,,b'',
12-05-2019-21:24:14,,b'',
12-05-2019-21:24:19,,b'',
12-05-2019-21:24:24,play,b'',
12-05-2019-21:24:31,,b'',
12-05-2019-21:24:36,,b'',
12-05-2019-21:24:41,,b'',
12-05-2019-21:24:46,play,b'',
12-05-2019-21:24:53,,b'',
12-05-2019-21:24:58,,b'',
12-05-2019-21:25:03,,b'',
12-05-2019-21:25:08,play,b'',
12-05-2019-21:25:15,,b'',
12-05-2019-21:25:20,,b'',
12-05-2019-21:25:25,,b'',
12-05-2019-21:25:30,play,b'',
12-05-2019-21:25:37,,b'',
12-05-2019-21:25:42,,b'',
12-05-2019-21:25:47,,b'',
12-05-2019-21:25:53,play,b'',
12-05-2019-21:26:00,,b'',
12-05-2019-21:26:05,,b'',
12-05-2019-21:26:10,,b'',
12-05-2019-21:26:15,play,b'',
12-05-2019-21:26:22,,b'',
12-05-2019-21:26:23,,b'2',2
12-05-2019-21:26:24,,b'2',
12-05-2019-21:26:25,,b'2',
12-05-2019-21:26:26,,b'2',
12-05-2019-21:26:27,,b'2',
12-05-2019-21:26:28,,b'2',
12-05-2019-21:26:29,,b'2',
12-05-2019-21:26:30,,b'2',
12-05-2019-21:26:31,,b'2',
12-05-2019-21:26:32,,b'2',
12-05-2019-21:26:33,,b'2',
12-05-2019-21:26:34,,b'2',
12-05-2019-21:26:35,,b'2',
12-05-2019-21:26:37,,b'2',
12-05-2019-21:26:38,,b'2',
12-05-2019-21:26:39,,b'2',
12-05-2019-21:26:40,,b'2',
12-05-2019-21:26:41,,b'2',
12-05-2019-21:26:42,,b'2',
12-05-2019-21:26:43,,b'2',
12-05-2019-21:26:44,,b'2',
12-05-2019-21:26:45,,b'2',
12-05-2019-21:26:46,,b'2',
12-05-2019-21:26:47,,b'2',
12-05-2019-21:26:48,,b'2',
12-05-2019-21:26:49,,b'2',
12-05-2019-21:26:50,,b'2',
12-05-2019-21:26:51,,b'2',
12-05-2019-21:26:52,,b'2',
12-05-2019-21:26:53,,b'2',
12-05-2019-21:26:54,,b'2',
12-05-2019-21:26:55,,b'2',
12-05-2019-21:26:56,,b'2',
12-05-2019-21:26:57,,b'2',
12-05-2019-21:26:58,,b'2',
12-05-2019-21:26:59,,b'2',
12-05-2019-21:27:00,,b'2',
12-05-2019-21:27:01,,b'2',
12-05-2019-21:27:02,,b'2',
12-05-2019-21:27:03,,b'2',
12-05-2019-21:27:04,,b'2',
12-05-2019-21:27:05,,b'2',
12-05-2019-21:27:06,,b'2',
12-05-2019-21:27:07,,b'2',
12-05-2019-21:27:08,,b'2',
12-05-2019-21:27:09,,b'2',
12-05-2019-21:27:10,,b'2',
12-05-2019-21:27:11,,b'2',
12-05-2019-21:27:12,,b'2',
12-05-2019-21:27:13,,b'2',
12-05-2019-21:27:14,,b'2',
12-05-2019-21:27:15,,b'2',
12-05-2019-21:27:16,,b'2',
12-05-2019-21:27:17,,b'2',
12-05-2019-21:27:18,,b'2',
12-05-2019-21:27:19,,b'2',
12-05-2019-21:27:20,,b'2',
12-05-2019-21:27:21,,b'2',
12-05-2019-21:27:22,,b'2',
12-05-2019-21:27:23,,b'2',
12-05-2019-21:27:24,,b'2',
12-05-2019-21:27:25,,b'2',
12-05-2019-21:27:26,,b'2',
12-05-2019-21:27:27,,b'2',
12-05-2019-21:27:28,,b'2',
12-05-2019-21:27:29,,b'2',
12-05-2019-21:27:30,,b'2',
12-05-2019-21:27:31,,b'2',
12-05-2019-21:27:32,,b'2',
12-05-2019-21:27:33,,b'2',
12-05-2019-21:27:34,,b'2',
12-05-2019-21:27:35,,b'2',
12-05-2019-21:27:36,,b'2',
12-05-2019-21:27:37,,b'2',
12-05-2019-21:27:38,,b'2',
12-05-2019-21:27:39,,b'2',
12-05-2019-21:27:40,,b'2',
12-05-2019-21:27:41,,b'2',
12-05-2019-21:27:42,,b'2',
12-05-2019-21:27:43,,b'2',
12-05-2019-21:27:44,,b'2',
12-05-2019-21:27:45,,b'2',
12-05-2019-21:27:46,,b'2',
12-05-2019-21:27:47,,b'2',
12-05-2019-21:27:48,,b'2',
12-05-2019-21:27:49,,b'2',
12-05-2019-21:27:50,,b'2',
12-05-2019-21:27:51,,b'2',
12-05-2019-21:27:52,,b'2',
12-05-2019-21:27:53,,b'2',
12-05-2019-21:27:54,,b'2',
12-05-2019-21:27:55,,b'2',
12-05-2019-21:27:56,,b'2',
12-05-2019-21:27:57,,b'2',
12-05-2019-21:27:58,,b'2',
12-05-2019-21:27:59,,b'2',
12-05-2019-21:28:00,,b'2',
12-05-2019-21:28:01,,b'2',
12-05-2019-21:28:02,,b'2',
12-05-2019-21:28:03,,b'2',
12-05-2019-21:28:04,,b'2',
12-05-2019-21:28:05,,b'2',
12-05-2019-21:28:06,,b'2',
12-05-2019-21:28:07,,b'2',
12-05-2019-21:28:08,,b'2',
12-05-2019-21:28:09,,b'2',
12-05-2019-21:28:10,,b'2',
12-05-2019-21:28:11,,b'2',
12-05-2019-21:28:12,,b'2',
12-05-2019-21:28:13,,b'2',
12-05-2019-21:28:14,,b'2',
12-05-2019-21:28:15,,b'2',
12-05-2019-21:28:16,,b'2',
12-05-2019-21:28:17,,b'2',
12-05-2019-21:28:18,,b'2',
12-05-2019-21:28:19,,b'2',
12-05-2019-21:28:20,,b'2',
12-05-2019-21:28:21,,b'2',
12-05-2019-21:28:22,,b'2',
12-05-2019-21:28:23,,b'2',
12-05-2019-21:28:24,,b'2',
12-05-2019-21:28:25,,b'2',
12-05-2019-21:28:26,,b'2',
12-05-2019-21:28:27,,b'2',
12-05-2019-21:28:28,,b'2',
12-05-2019-21:28:29,,b'2',
12-05-2019-21:28:32,,b'2',
12-05-2019-21:28:33,,b'2',
12-05-2019-21:28:37,,b'2',
12-05-2019-21:28:42,play,b'',
12-05-2019-21:28:45,,b'2',2
12-05-2019-21:28:50,,b'',
12-05-2019-21:28:55,,b'',
12-05-2019-21:28:57,,b'2',
12-05-2019-21:28:58,,b'2',
12-05-2019-21:29:03,,b'',
12-05-2019-21:29:04,,b'2',
12-05-2019-21:29:05,,b'2',
12-05-2019-21:29:06,,b'2',
12-05-2019-21:29:07,,b'2',
12-05-2019-21:29:08,,b'2',
12-05-2019-21:29:09,,b'2',
12-05-2019-21:29:10,,b'2',
12-05-2019-21:29:11,,b'2',
12-05-2019-21:29:12,,b'2',
12-05-2019-21:29:13,,b'2',
12-05-2019-21:29:14,,b'2',
12-05-2019-21:29:15,,b'2',
12-05-2019-21:29:16,,b'2',
12-05-2019-21:29:17,,b'2',
12-05-2019-21:29:18,,b'2',
12-05-2019-21:29:19,,b'2',
12-05-2019-21:29:20,,b'2',
12-05-2019-21:29:21,,b'2',
12-05-2019-21:29:22,,b'2',
12-05-2019-21:29:23,,b'2',
12-05-2019-21:29:24,,b'2',
12-05-2019-21:29:25,,b'2',
12-05-2019-21:29:26,,b'2',
12-05-2019-21:29:27,,b'2',
12-05-2019-21:29:28,,b'2',
12-05-2019-21:29:29,,b'2',
12-05-2019-21:29:30,,b'2',
12-05-2019-21:29:33,,b'2',
12-05-2019-21:29:35,,b'2',
12-05-2019-21:29:36,,b'2',
12-05-2019-21:29:37,,b'2',
12-05-2019-21:29:39,,b'2',
12-05-2019-21:29:40,,b'2',
12-05-2019-21:29:41,,b'2',
12-05-2019-21:29:42,,b'2',
12-05-2019-21:29:43,,b'2',
12-05-2019-21:29:44,,b'2',
12-05-2019-21:29:45,,b'2',
12-05-2019-21:29:48,,b'2',
12-05-2019-21:29:49,,b'2',
12-05-2019-21:29:50,,b'2',
12-05-2019-21:29:52,,b'2',
12-05-2019-21:29:53,,b'2',
12-05-2019-21:29:54,,b'2',
12-05-2019-21:29:59,play,b'',
12-05-2019-21:30:04,,b'2',2
12-05-2019-21:30:05,,b'2',
12-05-2019-21:30:06,,b'2',
12-05-2019-21:30:07,,b'2',
12-05-2019-21:30:08,,b'2',
12-05-2019-21:30:09,,b'2',
12-05-2019-21:30:10,,b'2',
12-05-2019-21:30:11,,b'2',
12-05-2019-21:30:12,,b'2',
12-05-2019-21:30:13,,b'2',
12-05-2019-21:30:14,,b'2',
12-05-2019-21:30:15,,b'2',
12-05-2019-21:30:16,,b'2',
12-05-2019-21:30:17,,b'2',
12-05-2019-21:30:18,,b'2',
12-05-2019-21:30:19,,b'2',
12-05-2019-21:30:20,,b'2',
12-05-2019-21:30:21,,b'2',
12-05-2019-21:30:22,,b'2',
12-05-2019-21:30:23,,b'2',
12-05-2019-21:30:24,,b'2',
12-05-2019-21:30:25,,b'2',
12-05-2019-21:30:26,,b'2',
12-05-2019-21:30:27,,b'2',
12-05-2019-21:30:28,,b'2',
12-05-2019-21:30:29,,b'2',
12-05-2019-21:30:30,,b'2',
12-05-2019-21:30:31,,b'2',
12-05-2019-21:30:32,,b'2',
12-05-2019-21:30:33,,b'2',
12-05-2019-21:30:34,,b'2',
12-05-2019-21:30:35,,b'2',
12-05-2019-21:30:36,,b'2',
12-05-2019-21:30:37,,b'2',
12-05-2019-21:30:38,,b'2',
12-05-2019-21:30:39,,b'2',
12-05-2019-21:30:40,,b'2',
12-05-2019-21:30:41,,b'2',
12-05-2019-21:30:42,,b'2',
12-05-2019-21:30:43,,b'2',
12-05-2019-21:30:44,,b'2',
12-05-2019-21:30:45,,b'2',
12-05-2019-21:30:47,,b'2',
12-05-2019-21:30:49,,b'2',
12-05-2019-21:30:50,,b'2',
12-05-2019-21:30:51,,b'2',
12-05-2019-21:30:52,,b'2',
12-05-2019-21:30:53,,b'2',
12-05-2019-21:30:54,,b'2',
12-05-2019-21:30:56,,b'2',
12-05-2019-21:30:59,,b'2',
12-05-2019-21:31:00,,b'2',
12-05-2019-21:31:01,,b'2',
12-05-2019-21:31:02,,b'2',
12-05-2019-21:31:03,,b'2',
12-05-2019-21:31:04,,b'2',
12-05-2019-21:31:05,,b'2',
12-05-2019-21:31:06,,b'2',
12-05-2019-21:31:07,,b'2',
12-05-2019-21:31:08,,b'2',
12-05-2019-21:31:09,,b'2',
12-05-2019-21:31:10,,b'2',
12-05-2019-21:31:11,,b'2',
12-05-2019-21:31:12,,b'2',
12-05-2019-21:31:13,,b'2',
12-05-2019-21:31:14,,b'2',
12-05-2019-21:31:15,,b'2',
12-05-2019-21:31:16,,b'2',
12-05-2019-21:31:17,,b'2',
12-05-2019-21:31:18,,b'2',
12-05-2019-21:31:19,,b'2',
12-05-2019-21:31:20,,b'2',
12-05-2019-21:31:21,,b'2',
