,signal,feeder,pump
12-05-2019-21:29:43,,b'2',
12-05-2019-21:29:44,,b'2',
12-05-2019-21:29:45,,b'2',
12-05-2019-21:29:48,,b'2',
12-05-2019-21:29:49,,b'2',
12-05-2019-21:29:50,,b'2',
12-05-2019-21:29:52,,b'2',
12-05-2019-21:29:53,,b'2',
12-05-2019-21:29:54,,b'2',
12-05-2019-21:29:59,play,b'',
12-05-2019-21:30:04,,b'2',2
12-05-2019-21:30:05,,b'2',
12-05-2019-21:30:06,,b'2',
12-05-2019-21:30:07,,b'2',
12-05-2019-21:30:08,,b'2',
12-05-2019-21:30:09,,b'2',
12-05-2019-21:30:10,,b'2',
12-05-2019-21:30:11,,b'2',
12-05-2019-21:30:12,,b'2',
12-05-2019-21:30:13,,b'2',
12-05-2019-21:30:14,,b'2',
12-05-2019-21:30:15,,b'2',
12-05-2019-21:30:16,,b'2',
12-05-2019-21:30:17,,b'2',
12-05-2019-21:30:18,,b'2',
12-05-2019-21:30:19,,b'2',
12-05-2019-21:30:20,,b'2',
12-05-2019-21:30:21,,b'2',
12-05-2019-21:30:22,,b'2',
12-05-2019-21:30:23,,b'2',
12-05-2019-21:30:24,,b'2',
12-05-2019-21:30:25,,b'2',
12-05-2019-21:30:26,,b'2',
12-05-2019-21:30:27,,b'2',
12-05-2019-21:30:28,,b'2',
12-05-2019-21:30:29,,b'2',
12-05-2019-21:30:30,,b'2',
12-05-2019-21:30:31,,b'2',
12-05-2019-21:30:32,,b'2',
12-05-2019-21:30:33,,b'2',
12-05-2019-21:30:34,,b'2',
12-05-2019-21:30:35,,b'2',
12-05-2019-21:30:36,,b'2',
12-05-2019-21:30:37,,b'2',
12-05-2019-21:30:38,,b'2',
12-05-2019-21:30:39,,b'2',
12-05-2019-21:30:40,,b'2',
12-05-2019-21:30:41,,b'2',
12-05-2019-21:30:42,,b'2',
12-05-2019-21:30:43,,b'2',
12-05-2019-21:30:44,,b'2',
12-05-2019-21:30:45,,b'2',
12-05-2019-21:30:47,,b'2',
12-05-2019-21:30:49,,b'2',
12-05-2019-21:30:50,,b'2',
12-05-2019-21:30:51,,b'2',
12-05-2019-21:30:52,,b'2',
12-05-2019-21:30:53,,b'2',
12-05-2019-21:30:54,,b'2',
12-05-2019-21:30:56,,b'2',
12-05-2019-21:30:59,,b'2',
12-05-2019-21:31:00,,b'2',
12-05-2019-21:31:01,,b'2',
12-05-2019-21:31:02,,b'2',
12-05-2019-21:31:03,,b'2',
12-05-2019-21:31:04,,b'2',
12-05-2019-21:31:05,,b'2',
12-05-2019-21:31:06,,b'2',
12-05-2019-21:31:07,,b'2',
12-05-2019-21:31:08,,b'2',
12-05-2019-21:31:09,,b'2',
12-05-2019-21:31:10,,b'2',
12-05-2019-21:31:11,,b'2',
12-05-2019-21:31:12,,b'2',
12-05-2019-21:31:13,,b'2',
12-05-2019-21:31:14,,b'2',
12-05-2019-21:31:15,,b'2',
12-05-2019-21:31:16,,b'2',
12-05-2019-21:31:17,,b'2',
12-05-2019-21:31:18,,b'2',
12-05-2019-21:31:19,,b'2',
12-05-2019-21:31:20,,b'2',
12-05-2019-21:31:21,,b'2',
12-05-2019-21:31:22,,b'2',
12-05-2019-21:31:23,,b'2',
12-05-2019-21:31:24,,b'2',
12-05-2019-21:31:25,,b'2',
12-05-2019-21:31:26,,b'2',
12-05-2019-21:31:27,,b'2',
12-05-2019-21:31:28,,b'2',
12-05-2019-21:31:29,,b'2',
12-05-2019-21:31:30,,b'2',
12-05-2019-21:31:31,,b'2',
12-05-2019-21:31:32,,b'2',
12-05-2019-21:31:33,,b'2',
12-05-2019-21:31:34,,b'2',
12-05-2019-21:31:35,,b'2',
12-05-2019-21:31:36,,b'2',
12-05-2019-21:31:37,,b'2',
12-05-2019-21:31:38,,b'2',
12-05-2019-21:31:39,,b'2',
12-05-2019-21:31:40,,b'2',
12-05-2019-21:31:41,,b'2',
12-05-2019-21:31:42,,b'2',
12-05-2019-21:31:43,,b'2',
12-05-2019-21:31:44,,b'2',
12-05-2019-21:31:45,,b'2',
12-05-2019-21:31:46,,b'2',
12-05-2019-21:31:47,,b'2',
12-05-2019-21:31:48,,b'2',
12-05-2019-21:31:49,,b'2',
12-05-2019-21:31:50,,b'2',
12-05-2019-21:31:51,,b'2',
12-05-2019-21:31:52,,b'2',
12-05-2019-21:31:53,,b'2',
12-05-2019-21:31:54,,b'2',
12-05-2019-21:31:55,,b'2',
12-05-2019-21:31:56,,b'2',
12-05-2019-21:31:57,,b'2',
12-05-2019-21:31:58,,b'2',
12-05-2019-21:31:59,,b'2',
12-05-2019-21:32:00,,b'2',
12-05-2019-21:32:01,,b'2',
12-05-2019-21:32:02,,b'2',
12-05-2019-21:32:03,,b'2',
12-05-2019-21:32:04,,b'2',
12-05-2019-21:32:05,,b'2',
12-05-2019-21:32:06,,b'2',
12-05-2019-21:32:07,,b'2',
12-05-2019-21:32:08,,b'2',
12-05-2019-21:32:09,,b'2',
12-05-2019-21:32:10,,b'2',
12-05-2019-21:32:11,,b'2',
12-05-2019-21:32:12,,b'2',
12-05-2019-21:32:13,,b'2',
12-05-2019-21:32:14,,b'2',
12-05-2019-21:32:15,,b'2',
12-05-2019-21:32:16,,b'2',
12-05-2019-21:32:17,,b'2',
12-05-2019-21:32:18,,b'2',
12-05-2019-21:32:19,,b'2',
12-05-2019-21:32:20,,b'2',
12-05-2019-21:32:21,,b'2',
12-05-2019-21:32:22,,b'2',
12-05-2019-21:32:23,,b'2',
12-05-2019-21:32:24,,b'2',
12-05-2019-21:32:25,,b'2',
12-05-2019-21:32:26,,b'2',
12-05-2019-21:32:27,,b'2',
12-05-2019-21:32:28,,b'2',
12-05-2019-21:32:29,,b'2',
12-05-2019-21:32:30,,b'2',
12-05-2019-21:32:31,,b'2',
12-05-2019-21:32:32,,b'2',
12-05-2019-21:32:33,,b'2',
12-05-2019-21:32:34,,b'2',
12-05-2019-21:32:35,,b'2',
12-05-2019-21:32:36,,b'2',
12-05-2019-21:32:37,,b'2',
12-05-2019-21:32:38,,b'2',
12-05-2019-21:32:39,,b'2',
12-05-2019-21:32:40,,b'2',
12-05-2019-21:32:41,,b'2',
12-05-2019-21:32:42,,b'2',
12-05-2019-21:32:43,,b'2',
12-05-2019-21:32:44,,b'2',
12-05-2019-21:32:45,,b'2',
12-05-2019-21:32:46,,b'2',
12-05-2019-21:32:47,,b'2',
12-05-2019-21:32:48,,b'2',
12-05-2019-21:32:49,,b'2',
12-05-2019-21:32:50,,b'2',
12-05-2019-21:32:51,,b'2',
12-05-2019-21:32:52,,b'2',
12-05-2019-21:32:53,,b'2',
12-05-2019-21:32:54,,b'2',
12-05-2019-21:32:55,,b'2',
12-05-2019-21:32:56,,b'2',
12-05-2019-21:32:57,,b'2',
12-05-2019-21:32:58,,b'2',
12-05-2019-21:32:59,,b'2',
12-05-2019-21:33:04,play,b'',
12-05-2019-21:33:09,,b'2',2
12-05-2019-21:33:10,,b'2',
12-05-2019-21:33:11,,b'2',
12-05-2019-21:33:12,,b'2',
12-05-2019-21:33:13,,b'2',
12-05-2019-21:33:14,,b'2',
12-05-2019-21:33:19,,b'2',
12-05-2019-21:33:21,,b'2',
12-05-2019-21:33:23,,b'2',
12-05-2019-21:33:28,play,b'',
12-05-2019-21:33:31,,b'2',2
12-05-2019-21:33:33,,b'2',
12-05-2019-21:33:34,,b'2',
12-05-2019-21:33:39,,b'',
12-05-2019-21:33:44,,b'',
12-05-2019-21:33:45,,b'2',
12-05-2019-21:33:50,,b'',
12-05-2019-21:33:55,play,b'',
12-05-2019-21:34:01,,b'2',
12-05-2019-21:34:02,,b'2',2
12-05-2019-21:34:07,,b'',
12-05-2019-21:34:08,,b'2',
12-05-2019-21:34:10,,b'2',
12-05-2019-21:34:15,,b'2',
12-05-2019-21:34:16,,b'2',
12-05-2019-21:34:17,,b'2',
12-05-2019-21:34:18,,b'2',
12-05-2019-21:34:19,,b'2',
12-05-2019-21:34:20,,b'2',
12-05-2019-21:34:21,,b'2',
12-05-2019-21:34:22,,b'2',
12-05-2019-21:34:23,,b'2',
12-05-2019-21:34:24,,b'2',
12-05-2019-21:34:29,play,b'',
12-05-2019-21:34:31,,b'2',2
12-05-2019-21:34:32,,b'2',
12-05-2019-21:34:33,,b'2',
12-05-2019-21:34:34,,b'2',
12-05-2019-21:34:35,,b'2',
12-05-2019-21:34:36,,b'2',
12-05-2019-21:34:38,,b'2',
12-05-2019-21:34:39,,b'2',
12-05-2019-21:34:41,,b'2',
12-05-2019-21:34:42,,b'2',
12-05-2019-21:34:43,,b'2',
12-05-2019-21:34:48,,b'',
12-05-2019-21:34:53,play,b'',
12-05-2019-21:34:55,,b'2',2
12-05-2019-21:35:00,,b'',
12-05-2019-21:35:05,,b'2',
12-05-2019-21:35:06,,b'2',
12-05-2019-21:35:07,,b'2',
12-05-2019-21:35:09,,b'2',
12-05-2019-21:35:10,,b'2',
12-05-2019-21:35:11,,b'2',
12-05-2019-21:35:12,,b'2',
12-05-2019-21:35:13,,b'2',
12-05-2019-21:35:14,,b'2',
12-05-2019-21:35:15,,b'2',
12-05-2019-21:35:16,,b'2',
12-05-2019-21:35:17,,b'2',
12-05-2019-21:35:18,,b'2',
12-05-2019-21:35:19,,b'2',
12-05-2019-21:35:20,,b'2',
12-05-2019-21:35:21,,b'2',
12-05-2019-21:35:22,,b'2',
12-05-2019-21:35:23,,b'2',
12-05-2019-21:35:24,,b'2',
12-05-2019-21:35:25,,b'2',
12-05-2019-21:35:26,,b'2',
12-05-2019-21:35:27,,b'2',
12-05-2019-21:35:28,,b'2',
12-05-2019-21:35:29,,b'2',
12-05-2019-21:35:30,,b'2',
12-05-2019-21:35:32,,b'2',
12-05-2019-21:35:33,,b'2',
12-05-2019-21:35:34,,b'2',
12-05-2019-21:35:35,,b'2',
12-05-2019-21:35:36,,b'2',
12-05-2019-21:35:37,,b'2',
12-05-2019-21:35:38,,b'2',
12-05-2019-21:35:39,,b'2',
12-05-2019-21:35:40,,b'2',
12-05-2019-21:35:41,,b'2',
12-05-2019-21:35:42,,b'2',
12-05-2019-21:35:47,play,b'',
12-05-2019-21:35:52,,b'2',2
12-05-2019-21:35:53,,b'2',
12-05-2019-21:35:58,,b'',
12-05-2019-21:36:01,,b'2',
12-05-2019-21:36:02,,b'2',
12-05-2019-21:36:07,,b'',
12-05-2019-21:36:09,,b'2',
12-05-2019-21:36:10,,b'2',
12-05-2019-21:36:11,,b'2',
12-05-2019-21:36:13,,b'2',
12-05-2019-21:36:14,,b'2',
12-05-2019-21:36:17,,b'2',
12-05-2019-21:36:18,,b'2',
12-05-2019-21:36:19,,b'2',
12-05-2019-21:36:20,,b'2',
12-05-2019-21:36:21,,b'2',
12-05-2019-21:36:22,,b'2',
12-05-2019-21:36:26,,b'2',
12-05-2019-21:36:31,play,b'',
12-05-2019-21:36:38,,b'2',2
12-05-2019-21:36:43,,b'',
12-05-2019-21:36:48,,b'',
12-05-2019-21:36:53,play,b'',
12-05-2019-21:37:00,,b'',
12-05-2019-21:37:05,,b'',
12-05-2019-21:37:10,,b'',
12-05-2019-21:37:15,play,b'',
12-05-2019-21:37:23,,b'',
12-05-2019-21:37:28,,b'',
12-05-2019-21:37:33,,b'',
12-05-2019-21:37:38,play,b'',
12-05-2019-21:37:45,,b'',
12-05-2019-21:37:50,,b'',
12-05-2019-21:37:51,,b'1',1
12-05-2019-21:37:52,,b'1',
12-05-2019-21:37:57,,b'',
12-05-2019-21:37:58,,b'1',
12-05-2019-21:37:59,,b'1',
12-05-2019-21:38:00,,b'1',
12-05-2019-21:38:05,play,b'',
12-05-2019-21:38:12,,b'',
12-05-2019-21:38:17,,b'',
12-05-2019-21:38:22,,b'',
12-05-2019-21:38:27,play,b'',
12-05-2019-21:38:34,,b'',
12-05-2019-21:38:37,,b'1',1
12-05-2019-21:38:42,,b'',
12-05-2019-21:38:47,,b'',
12-05-2019-21:38:52,play,b'',
12-05-2019-21:38:59,,b'1',1
12-05-2019-21:39:00,,b'1',
12-05-2019-21:39:01,,b'1',
12-05-2019-21:39:02,,b'1',
12-05-2019-21:39:04,,b'1',
12-05-2019-21:39:05,,b'1',
12-05-2019-21:39:06,,b'1',
12-05-2019-21:39:09,,b'1',
12-05-2019-21:39:10,,b'1',
12-05-2019-21:39:12,,b'1',
12-05-2019-21:39:17,play,b'',
12-05-2019-21:39:24,,b'',
12-05-2019-21:39:29,,b'',
12-05-2019-21:39:30,,b'1',1
12-05-2019-21:39:31,,b'1',
12-05-2019-21:39:32,,b'1',
12-05-2019-21:39:33,,b'1',
12-05-2019-21:39:35,,b'1',
12-05-2019-21:39:36,,b'1',
12-05-2019-21:39:41,play,b'',
12-05-2019-21:39:48,,b'',
12-05-2019-21:39:50,,b'1',1
12-05-2019-21:39:51,,b'1',
12-05-2019-21:39:54,,b'1',
12-05-2019-21:39:55,,b'1',
12-05-2019-21:40:01,,b'',
12-05-2019-21:40:06,play,b'',
12-05-2019-21:40:09,,b'1',1
12-05-2019-21:40:10,,b'1',
12-05-2019-21:40:11,,b'1',
12-05-2019-21:40:12,,b'1',
12-05-2019-21:40:13,,b'1',
12-05-2019-21:40:14,,b'1',
12-05-2019-21:40:15,,b'1',
12-05-2019-21:40:16,,b'1',
12-05-2019-21:40:18,,b'1',
12-05-2019-21:40:19,,b'1',
12-05-2019-21:40:20,,b'1',
12-05-2019-21:40:21,,b'1',
12-05-2019-21:40:24,,b'1',
12-05-2019-21:40:25,,b'1',
12-05-2019-21:40:26,,b'1',
12-05-2019-21:40:31,play,b'',
12-05-2019-21:40:36,,b'1',1
12-05-2019-21:40:41,,b'',
12-05-2019-21:40:46,,b'',
12-05-2019-21:40:51,,b'',
12-05-2019-21:40:56,play,b'',
12-05-2019-21:41:03,,b'',
12-05-2019-21:41:08,,b'',
12-05-2019-21:41:13,,b'',
12-05-2019-21:41:18,play,b'',
12-05-2019-21:41:25,,b'',
12-05-2019-21:41:30,,b'',
12-05-2019-21:41:35,,b'',
12-05-2019-21:41:40,play,b'',
12-05-2019-21:41:48,,b'',
12-05-2019-21:41:53,,b'',
12-05-2019-21:41:58,,b'',
12-05-2019-21:42:03,play,b'',
12-05-2019-21:42:10,,b'',
12-05-2019-21:42:15,,b'',
12-05-2019-21:42:20,,b'',
12-05-2019-21:42:23,,b'1',1
12-05-2019-21:42:24,,b'1',
12-05-2019-21:42:25,,b'1',
12-05-2019-21:42:26,,b'1',
12-05-2019-21:42:31,play,b'',
12-05-2019-21:42:38,,b'',
12-05-2019-21:42:43,,b'',
12-05-2019-21:42:48,,b'',
12-05-2019-21:42:53,play,b'',
12-05-2019-21:43:00,,b'',
12-05-2019-21:43:05,,b'',
12-05-2019-21:43:10,,b'',
12-05-2019-21:43:15,play,b'',
12-05-2019-21:43:22,,b'',
12-05-2019-21:43:27,,b'',
12-05-2019-21:43:32,,b'',
12-05-2019-21:43:37,play,b'',
12-05-2019-21:43:44,,b'',
12-05-2019-21:43:49,,b'',
12-05-2019-21:43:55,,b'',
12-05-2019-21:44:00,play,b'',
12-05-2019-21:44:07,,b'',
12-05-2019-21:44:12,,b'',
12-05-2019-21:44:17,,b'',
12-05-2019-21:44:22,play,b'',
12-05-2019-21:44:29,,b'',
12-05-2019-21:44:34,,b'',
12-05-2019-21:44:39,,b'',
12-05-2019-21:44:44,play,b'',
12-05-2019-21:44:51,,b'',
12-05-2019-21:44:56,,b'',
12-05-2019-21:45:01,,b'',
12-05-2019-21:45:06,play,b'',
12-05-2019-21:45:13,,b'',
12-05-2019-21:45:18,,b'',
12-05-2019-21:45:23,,b'',
12-05-2019-21:45:28,play,b'',
12-05-2019-21:45:35,,b'',
12-05-2019-21:45:40,,b'',
12-05-2019-21:45:45,,b'',
12-05-2019-21:45:51,play,b'',
12-05-2019-21:45:58,,b'',
12-05-2019-21:46:03,,b'',
12-05-2019-21:46:04,,b'2',2
12-05-2019-21:46:09,,b'',
12-05-2019-21:46:13,,b'2',
12-05-2019-21:46:14,,b'2',
12-05-2019-21:46:15,,b'2',
12-05-2019-21:46:16,,b'2',
12-05-2019-21:46:17,,b'2',
12-05-2019-21:46:18,,b'2',
12-05-2019-21:46:19,,b'2',
12-05-2019-21:46:20,,b'2',
12-05-2019-21:46:21,,b'2',
12-05-2019-21:46:22,,b'2',
12-05-2019-21:46:23,,b'2',
12-05-2019-21:46:24,,b'2',
12-05-2019-21:46:25,,b'2',
12-05-2019-21:46:26,,b'2',
12-05-2019-21:46:27,,b'2',
12-05-2019-21:46:28,,b'2',
12-05-2019-21:46:31,,b'1',
12-05-2019-21:46:32,,b'1',
12-05-2019-21:46:33,,b'1',
12-05-2019-21:46:34,,b'1',
12-05-2019-21:46:35,,b'1',
12-05-2019-21:46:36,,b'1',
12-05-2019-21:46:37,,b'1',
12-05-2019-21:46:38,,b'1',
12-05-2019-21:46:39,,b'1',
12-05-2019-21:46:40,,b'1',
12-05-2019-21:46:41,,b'1',
12-05-2019-21:46:42,,b'1',
12-05-2019-21:46:43,,b'1',
12-05-2019-21:46:44,,b'1',
12-05-2019-21:46:45,,b'1',
12-05-2019-21:46:46,,b'1',
12-05-2019-21:46:47,,b'1',
12-05-2019-21:46:48,,b'1',
12-05-2019-21:46:49,,b'1',
12-05-2019-21:46:50,,b'1',
12-05-2019-21:46:51,,b'1',
12-05-2019-21:46:52,,b'1',
12-05-2019-21:46:53,,b'2',
12-05-2019-21:46:55,,b'2',
12-05-2019-21:46:56,,b'2',
12-05-2019-21:46:57,,b'2',
12-05-2019-21:46:58,,b'2',
12-05-2019-21:46:59,,b'2',
12-05-2019-21:47:00,,b'2',
12-05-2019-21:47:01,,b'2',
12-05-2019-21:47:02,,b'2',
12-05-2019-21:47:03,,b'2',
12-05-2019-21:47:04,,b'2',
12-05-2019-21:47:05,,b'2',
12-05-2019-21:47:06,,b'2',
12-05-2019-21:47:07,,b'2',
12-05-2019-21:47:08,,b'2',
12-05-2019-21:47:09,,b'2',
12-05-2019-21:47:10,,b'2',
12-05-2019-21:47:11,,b'2',
12-05-2019-21:47:12,,b'2',
12-05-2019-21:47:13,,b'2',
12-05-2019-21:47:14,,b'2',
12-05-2019-21:47:15,,b'2',
12-05-2019-21:47:16,,b'2',
12-05-2019-21:47:17,,b'2',
12-05-2019-21:47:18,,b'2',
12-05-2019-21:47:19,,b'2',
12-05-2019-21:47:20,,b'2',
12-05-2019-21:47:21,,b'2',
12-05-2019-21:47:22,,b'2',
12-05-2019-21:47:23,,b'2',
12-05-2019-21:47:24,,b'2',
12-05-2019-21:47:25,,b'2',
12-05-2019-21:47:26,,b'2',
12-05-2019-21:47:27,,b'2',
12-05-2019-21:47:28,,b'2',
12-05-2019-21:47:29,,b'2',
12-05-2019-21:47:30,,b'2',
12-05-2019-21:47:31,,b'2',
12-05-2019-21:47:32,,b'2',
12-05-2019-21:47:33,,b'2',
12-05-2019-21:47:34,,b'2',
12-05-2019-21:47:35,,b'2',
12-05-2019-21:47:36,,b'2',
12-05-2019-21:47:37,,b'2',
12-05-2019-21:47:38,,b'2',
12-05-2019-21:47:39,,b'2',
12-05-2019-21:47:44,play,b'',
12-05-2019-21:47:48,,b'2',2
12-05-2019-21:47:51,,b'2',
12-05-2019-21:47:52,,b'2',
12-05-2019-21:47:56,,b'2',
12-05-2019-21:47:57,,b'2',
12-05-2019-21:47:58,,b'2',
12-05-2019-21:47:59,,b'2',
12-05-2019-21:48:00,,b'2',
12-05-2019-21:48:01,,b'2',
12-05-2019-21:48:02,,b'2',
12-05-2019-21:48:03,,b'2',
12-05-2019-21:48:04,,b'2',
12-05-2019-21:48:05,,b'2',
12-05-2019-21:48:06,,b'2',
12-05-2019-21:48:07,,b'2',
12-05-2019-21:48:08,,b'2',
12-05-2019-21:48:09,,b'2',
12-05-2019-21:48:10,,b'2',
12-05-2019-21:48:11,,b'2',
12-05-2019-21:48:12,,b'2',
12-05-2019-21:48:13,,b'2',
12-05-2019-21:48:14,,b'2',
12-05-2019-21:48:15,,b'2',
12-05-2019-21:48:20,play,b'',
12-05-2019-21:48:22,,b'1',
12-05-2019-21:48:23,,b'1',1
12-05-2019-21:48:24,,b'1',
12-05-2019-21:48:25,,b'1',
12-05-2019-21:48:26,,b'1',
12-05-2019-21:48:27,,b'1',
12-05-2019-21:48:28,,b'1',
12-05-2019-21:48:29,,b'1',
12-05-2019-21:48:30,,b'1',
12-05-2019-21:48:31,,b'1',
12-05-2019-21:48:32,,b'1',
12-05-2019-21:48:33,,b'1',
12-05-2019-21:48:34,,b'1',
12-05-2019-21:48:35,,b'1',
12-05-2019-21:48:36,,b'1',
12-05-2019-21:48:37,,b'1',
12-05-2019-21:48:38,,b'1',
12-05-2019-21:48:39,,b'1',
12-05-2019-21:48:41,,b'1',
12-05-2019-21:48:43,,b'1',
12-05-2019-21:48:44,,b'1',
12-05-2019-21:48:45,,b'1',
12-05-2019-21:48:46,,b'1',
12-05-2019-21:48:47,,b'1',
12-05-2019-21:48:48,,b'1',
12-05-2019-21:48:49,,b'1',
12-05-2019-21:48:54,play,b'',
12-05-2019-21:49:01,,b'',
12-05-2019-21:49:05,,b'1',
12-05-2019-21:49:06,,b'1',1
12-05-2019-21:49:07,,b'1',
12-05-2019-21:49:08,,b'1',
12-05-2019-21:49:09,,b'1',
12-05-2019-21:49:10,,b'2',
12-05-2019-21:49:11,,b'2',
12-05-2019-21:49:12,,b'2',
12-05-2019-21:49:13,,b'2',
12-05-2019-21:49:14,,b'2',
12-05-2019-21:49:15,,b'2',
12-05-2019-21:49:16,,b'2',
12-05-2019-21:49:17,,b'1',
12-05-2019-21:49:18,,b'1',
12-05-2019-21:49:19,,b'1',
12-05-2019-21:49:20,,b'1',
12-05-2019-21:49:21,,b'1',
12-05-2019-21:49:22,,b'2',
12-05-2019-21:49:23,,b'1',
12-05-2019-21:49:25,,b'1',
12-05-2019-21:49:26,,b'2',
12-05-2019-21:49:27,,b'2',
12-05-2019-21:49:28,,b'2',
12-05-2019-21:49:29,,b'2',
12-05-2019-21:49:30,,b'2',
12-05-2019-21:49:31,,b'2',
12-05-2019-21:49:32,,b'2',
12-05-2019-21:49:33,,b'2',
12-05-2019-21:49:34,,b'2',
12-05-2019-21:49:35,,b'2',
12-05-2019-21:49:36,,b'2',
12-05-2019-21:49:37,,b'2',
12-05-2019-21:49:38,,b'2',
12-05-2019-21:49:39,,b'2',
12-05-2019-21:49:40,,b'2',
12-05-2019-21:49:41,,b'2',
12-05-2019-21:49:42,,b'2',
12-05-2019-21:49:43,,b'2',
12-05-2019-21:49:44,,b'2',
12-05-2019-21:49:45,,b'2',
12-05-2019-21:49:46,,b'2',
12-05-2019-21:49:47,,b'2',
12-05-2019-21:49:48,,b'2',
12-05-2019-21:49:49,,b'2',
12-05-2019-21:49:50,,b'2',
12-05-2019-21:49:51,,b'2',
12-05-2019-21:49:52,,b'2',
12-05-2019-21:49:53,,b'2',
12-05-2019-21:49:54,,b'2',
12-05-2019-21:49:55,,b'2',
12-05-2019-21:49:56,,b'2',
12-05-2019-21:49:57,,b'2',
12-05-2019-21:49:58,,b'2',
12-05-2019-21:49:59,,b'2',
12-05-2019-21:50:01,,b'2',
12-05-2019-21:50:02,,b'2',
12-05-2019-21:50:07,play,b'',
12-05-2019-21:50:10,,b'2',2
12-05-2019-21:50:11,,b'2',
12-05-2019-21:50:12,,b'2',
12-05-2019-21:50:13,,b'2',
12-05-2019-21:50:14,,b'2',
12-05-2019-21:50:15,,b'2',
12-05-2019-21:50:16,,b'2',
12-05-2019-21:50:17,,b'2',
12-05-2019-21:50:18,,b'2',
12-05-2019-21:50:19,,b'2',
12-05-2019-21:50:20,,b'2',
12-05-2019-21:50:21,,b'2',
12-05-2019-21:50:24,,b'1',
12-05-2019-21:50:25,,b'1',
12-05-2019-21:50:26,,b'1',
12-05-2019-21:50:27,,b'1',
12-05-2019-21:50:28,,b'1',
12-05-2019-21:50:30,,b'1',
12-05-2019-21:50:35,play,b'',
12-05-2019-21:50:42,,b'',
12-05-2019-21:50:47,,b'1',1
12-05-2019-21:50:52,,b'',
12-05-2019-21:50:57,,b'',
12-05-2019-21:51:02,play,b'',
12-05-2019-21:51:09,,b'',
12-05-2019-21:51:15,,b'',
12-05-2019-21:51:20,,b'',
12-05-2019-21:51:25,play,b'',
12-05-2019-21:51:32,,b'',
12-05-2019-21:51:37,,b'',
12-05-2019-21:51:42,,b'',
12-05-2019-21:51:47,play,b'',
12-05-2019-21:51:54,,b'',
12-05-2019-21:51:59,,b'',
12-05-2019-21:52:04,,b'',
12-05-2019-21:52:07,,b'2',2
12-05-2019-21:52:08,,b'2',
12-05-2019-21:52:09,,b'2',
12-05-2019-21:52:10,,b'2',
12-05-2019-21:52:11,,b'2',
12-05-2019-21:52:12,,b'2',
12-05-2019-21:52:13,,b'2',
12-05-2019-21:52:14,,b'2',
12-05-2019-21:52:15,,b'2',
12-05-2019-21:52:16,,b'2',
12-05-2019-21:52:17,,b'2',
12-05-2019-21:52:18,,b'2',
12-05-2019-21:52:19,,b'2',
12-05-2019-21:52:20,,b'2',
12-05-2019-21:52:21,,b'2',
12-05-2019-21:52:22,,b'2',
12-05-2019-21:52:23,,b'2',
12-05-2019-21:52:24,,b'2',
12-05-2019-21:52:25,,b'2',
12-05-2019-21:52:30,play,b'',
12-05-2019-21:52:33,,b'2',2
12-05-2019-21:52:38,,b'',
12-05-2019-21:52:41,,b'2',
12-05-2019-21:52:42,,b'2',
12-05-2019-21:52:43,,b'2',
12-05-2019-21:52:44,,b'2',
12-05-2019-21:52:45,,b'2',
12-05-2019-21:52:46,,b'2',
12-05-2019-21:52:47,,b'2',
12-05-2019-21:52:48,,b'2',
12-05-2019-21:52:49,,b'2',
12-05-2019-21:52:50,,b'2',
12-05-2019-21:52:51,,b'2',
12-05-2019-21:52:56,play,b'',
12-05-2019-21:53:03,,b'',
12-05-2019-21:53:08,,b'',
12-05-2019-21:53:13,,b'',
12-05-2019-21:53:17,,b'1',1
12-05-2019-21:53:22,play,b'',
12-05-2019-21:53:29,,b'',
12-05-2019-21:53:31,,b'1',1
12-05-2019-21:53:32,,b'1',
12-05-2019-21:53:33,,b'1',
12-05-2019-21:53:34,,b'1',
12-05-2019-21:53:35,,b'1',
12-05-2019-21:53:38,,b'1',
12-05-2019-21:53:39,,b'1',
12-05-2019-21:53:40,,b'1',
12-05-2019-21:53:41,,b'1',
12-05-2019-21:53:42,,b'1',
12-05-2019-21:53:43,,b'1',
12-05-2019-21:53:44,,b'1',
12-05-2019-21:53:45,,b'1',
12-05-2019-21:53:46,,b'1',
12-05-2019-21:53:48,,b'2',
12-05-2019-21:53:49,,b'2',
12-05-2019-21:53:50,,b'2',
12-05-2019-21:53:51,,b'2',
12-05-2019-21:53:52,,b'1',
12-05-2019-21:53:53,,b'1',
12-05-2019-21:53:58,play,b'',
12-05-2019-21:54:00,,b'1',1
12-05-2019-21:54:01,,b'1',
12-05-2019-21:54:06,,b'',
12-05-2019-21:54:10,,b'1',
12-05-2019-21:54:11,,b'1',
12-05-2019-21:54:12,,b'1',
12-05-2019-21:54:17,,b'',
12-05-2019-21:54:19,,b'1',
12-05-2019-21:54:20,,b'1',
12-05-2019-21:54:21,,b'1',
12-05-2019-21:54:25,,b'1',
12-05-2019-21:54:27,,b'1',
12-05-2019-21:54:28,,b'1',
12-05-2019-21:54:29,,b'1',
12-05-2019-21:54:30,,b'1',
12-05-2019-21:54:31,,b'1',
12-05-2019-21:54:32,,b'1',
12-05-2019-21:54:33,,b'1',
12-05-2019-21:54:34,,b'1',
12-05-2019-21:54:35,,b'1',
12-05-2019-21:54:39,,b'1',
12-05-2019-21:54:40,,b'1',
12-05-2019-21:54:45,play,b'',
12-05-2019-21:54:47,,b'1',1
