,signal,feeder,pump
12-05-2019-22:49:00,,b'2',
12-05-2019-22:49:01,,b'2',
12-05-2019-22:49:02,,b'2',
12-05-2019-22:49:03,,b'2',
12-05-2019-22:49:04,,b'2',
12-05-2019-22:49:05,,b'2',
12-05-2019-22:49:06,,b'2',
12-05-2019-22:49:07,,b'2',
12-05-2019-22:49:08,,b'2',
12-05-2019-22:49:09,,b'2',
12-05-2019-22:49:10,,b'2',
12-05-2019-22:49:11,,b'2',
12-05-2019-22:49:13,,b'2',
12-05-2019-22:49:14,,b'2',
12-05-2019-22:49:15,,b'2',
12-05-2019-22:49:16,,b'2',
12-05-2019-22:49:17,,b'2',
12-05-2019-22:49:18,,b'2',
12-05-2019-22:49:21,,b'2',
12-05-2019-22:49:25,,b'2',
12-05-2019-22:49:26,,b'2',
12-05-2019-22:49:31,play,b'',
12-05-2019-22:49:33,,b'2',2
12-05-2019-22:49:34,,b'2',
12-05-2019-22:49:35,,b'2',
12-05-2019-22:49:36,,b'2',
12-05-2019-22:49:37,,b'2',
12-05-2019-22:49:38,,b'2',
12-05-2019-22:49:39,,b'2',
12-05-2019-22:49:40,,b'2',
12-05-2019-22:49:41,,b'2',
12-05-2019-22:49:42,,b'2',
12-05-2019-22:49:43,,b'2',
12-05-2019-22:49:44,,b'2',
12-05-2019-22:49:45,,b'2',
12-05-2019-22:49:46,,b'2',
12-05-2019-22:49:47,,b'2',
12-05-2019-22:49:48,,b'2',
12-05-2019-22:49:49,,b'2',
12-05-2019-22:49:50,,b'2',
12-05-2019-22:49:51,,b'2',
12-05-2019-22:49:52,,b'2',
12-05-2019-22:49:53,,b'2',
12-05-2019-22:49:54,,b'2',
12-05-2019-22:49:55,,b'2',
12-05-2019-22:49:56,,b'2',
12-05-2019-22:49:57,,b'2',
12-05-2019-22:49:58,,b'2',
12-05-2019-22:49:59,,b'2',
12-05-2019-22:50:00,,b'2',
12-05-2019-22:50:01,,b'2',
12-05-2019-22:50:02,,b'2',
12-05-2019-22:50:03,,b'2',
12-05-2019-22:50:04,,b'2',
12-05-2019-22:50:05,,b'2',
12-05-2019-22:50:06,,b'2',
12-05-2019-22:50:07,,b'2',
12-05-2019-22:50:08,,b'2',
12-05-2019-22:50:09,,b'2',
12-05-2019-22:50:10,,b'2',
12-05-2019-22:50:12,,b'2',
12-05-2019-22:50:13,,b'2',
12-05-2019-22:50:14,,b'2',
12-05-2019-22:50:15,,b'2',
12-05-2019-22:50:20,play,b'',
12-05-2019-22:50:22,,b'2',2
12-05-2019-22:50:23,,b'2',
12-05-2019-22:50:24,,b'2',
12-05-2019-22:50:27,,b'2',
12-05-2019-22:50:32,,b'',
12-05-2019-22:50:36,,b'1',
12-05-2019-22:50:41,,b'',
12-05-2019-22:50:43,,b'1',
12-05-2019-22:50:45,,b'1',
12-05-2019-22:50:46,,b'1',
12-05-2019-22:50:52,play,b'',
12-05-2019-22:50:59,,b'1',1
12-05-2019-22:51:04,,b'',
12-05-2019-22:51:09,,b'',
12-05-2019-22:51:14,play,b'',
12-05-2019-22:51:21,,b'',
12-05-2019-22:51:26,,b'',
12-05-2019-22:51:31,,b'',
12-05-2019-22:51:36,play,b'',
12-05-2019-22:51:43,,b'',
12-05-2019-22:51:48,,b'',
12-05-2019-22:51:54,,b'',
12-05-2019-22:51:59,play,b'',
12-05-2019-22:52:06,,b'',
12-05-2019-22:52:11,,b'',
12-05-2019-22:52:16,,b'',
12-05-2019-22:52:21,play,b'',
12-05-2019-22:52:28,,b'',
12-05-2019-22:52:33,,b'',
12-05-2019-22:52:38,,b'',
12-05-2019-22:52:43,play,b'',
12-05-2019-22:52:50,,b'',
12-05-2019-22:52:55,,b'',
12-05-2019-22:53:00,,b'',
12-05-2019-22:53:05,play,b'',
12-05-2019-22:53:12,,b'',
12-05-2019-22:53:17,,b'',
12-05-2019-22:53:22,,b'',
12-05-2019-22:53:27,play,b'',
12-05-2019-22:53:34,,b'',
12-05-2019-22:53:39,,b'',
12-05-2019-22:53:44,,b'',
12-05-2019-22:53:49,,b'',
12-05-2019-22:53:50,play,,
12-05-2019-22:53:57,,b'',
12-05-2019-22:54:02,,b'',
12-05-2019-22:54:07,,b'1',1
12-05-2019-22:54:08,,b'1',
12-05-2019-22:54:09,,b'1',
12-05-2019-22:54:10,,b'1',
12-05-2019-22:54:11,,b'1',
12-05-2019-22:54:12,,b'1',
12-05-2019-22:54:13,,b'1',
12-05-2019-22:54:14,,b'1',
12-05-2019-22:54:15,,b'1',
12-05-2019-22:54:16,,b'1',
12-05-2019-22:54:17,,b'1',
12-05-2019-22:54:18,,b'1',
12-05-2019-22:54:19,,b'1',
12-05-2019-22:54:20,,b'1',
12-05-2019-22:54:25,play,b'',
12-05-2019-22:54:27,,b'1',1
12-05-2019-22:54:32,,b'',
12-05-2019-22:54:37,,b'',
12-05-2019-22:54:42,,b'',
12-05-2019-22:54:47,play,b'',
12-05-2019-22:54:54,,b'',
12-05-2019-22:54:55,,b'1',1
12-05-2019-22:54:56,,b'1',
12-05-2019-22:54:57,,b'1',
12-05-2019-22:54:58,,b'1',
12-05-2019-22:54:59,,b'1',
12-05-2019-22:55:00,,b'1',
12-05-2019-22:55:01,,b'1',
12-05-2019-22:55:02,,b'1',
12-05-2019-22:55:03,,b'1',
12-05-2019-22:55:04,,b'1',
12-05-2019-22:55:05,,b'1',
12-05-2019-22:55:06,,b'1',
12-05-2019-22:55:07,,b'1',
12-05-2019-22:55:08,,b'1',
12-05-2019-22:55:09,,b'1',
12-05-2019-22:55:10,,b'1',
12-05-2019-22:55:11,,b'1',
12-05-2019-22:55:12,,b'1',
12-05-2019-22:55:13,,b'1',
12-05-2019-22:55:14,,b'1',
12-05-2019-22:55:17,,b'1',
12-05-2019-22:55:18,,b'1',
12-05-2019-22:55:19,,b'1',
12-05-2019-22:55:20,,b'1',
12-05-2019-22:55:21,,b'1',
12-05-2019-22:55:22,,b'1',
12-05-2019-22:55:23,,b'1',
12-05-2019-22:55:28,play,b'',
12-05-2019-22:55:35,,b'',
12-05-2019-22:55:36,,b'1',1
12-05-2019-22:55:41,,b'',
12-05-2019-22:55:46,,b'',
12-05-2019-22:55:51,play,b'',
12-05-2019-22:55:58,,b'',
12-05-2019-22:56:03,,b'',
12-05-2019-22:56:08,,b'',
12-05-2019-22:56:14,play,b'',
12-05-2019-22:56:21,,b'',
12-05-2019-22:56:26,,b'',
12-05-2019-22:56:31,,b'',
12-05-2019-22:56:36,play,b'',
12-05-2019-22:56:43,,b'',
12-05-2019-22:56:48,,b'',
12-05-2019-22:56:53,,b'',
12-05-2019-22:56:58,play,b'',
12-05-2019-22:57:05,,b'',
12-05-2019-22:57:10,,b'',
12-05-2019-22:57:15,,b'',
12-05-2019-22:57:20,play,b'',
12-05-2019-22:57:27,,b'',
12-05-2019-22:57:32,,b'',
12-05-2019-22:57:37,,b'',
12-05-2019-22:57:42,play,b'',
12-05-2019-22:57:49,,b'',
12-05-2019-22:57:53,,b'1',1
12-05-2019-22:57:54,,b'1',
12-05-2019-22:57:55,,b'1',
12-05-2019-22:57:56,,b'1',
12-05-2019-22:57:57,,b'1',
12-05-2019-22:58:00,,b'1',
12-05-2019-22:58:01,,b'1',
12-05-2019-22:58:02,,b'1',
12-05-2019-22:58:03,,b'1',
12-05-2019-22:58:04,,b'1',
12-05-2019-22:58:05,,b'1',
12-05-2019-22:58:06,,b'1',
12-05-2019-22:58:10,,b'1',
12-05-2019-22:58:11,,b'1',
12-05-2019-22:58:12,,b'1',
12-05-2019-22:58:13,,b'1',
12-05-2019-22:58:14,,b'1',
12-05-2019-22:58:15,,b'1',
12-05-2019-22:58:16,,b'1',
12-05-2019-22:58:17,,b'1',
12-05-2019-22:58:18,,b'1',
12-05-2019-22:58:19,,b'1',
12-05-2019-22:58:20,,b'1',
12-05-2019-22:58:21,,b'1',
12-05-2019-22:58:22,,b'1',
12-05-2019-22:58:23,,b'1',
12-05-2019-22:58:24,,b'1',
12-05-2019-22:58:25,,b'1',
12-05-2019-22:58:26,,b'1',
12-05-2019-22:58:27,,b'1',
12-05-2019-22:58:28,,b'1',
12-05-2019-22:58:29,,b'1',
12-05-2019-22:58:30,,b'1',
12-05-2019-22:58:31,,b'1',
12-05-2019-22:58:32,,b'1',
12-05-2019-22:58:33,,b'1',
12-05-2019-22:58:34,,b'1',
12-05-2019-22:58:35,,b'1',
12-05-2019-22:58:36,,b'1',
12-05-2019-22:58:37,,b'1',
12-05-2019-22:58:38,,b'1',
12-05-2019-22:58:39,,b'1',
12-05-2019-22:58:40,,b'1',
12-05-2019-22:58:41,,b'1',
12-05-2019-22:58:42,,b'1',
12-05-2019-22:58:43,,b'1',
12-05-2019-22:58:44,,b'1',
12-05-2019-22:58:45,,b'1',
12-05-2019-22:58:46,,b'1',
12-05-2019-22:58:47,,b'1',
12-05-2019-22:58:48,,b'1',
12-05-2019-22:58:49,,b'1',
12-05-2019-22:58:50,,b'1',
12-05-2019-22:58:51,,b'1',
12-05-2019-22:58:54,,b'1',
12-05-2019-22:58:55,,b'1',
12-05-2019-22:58:56,,b'1',
12-05-2019-22:58:58,,b'1',
12-05-2019-22:58:59,,b'1',
12-05-2019-22:59:00,,b'1',
12-05-2019-22:59:01,,b'1',
12-05-2019-22:59:02,,b'1',
12-05-2019-22:59:07,play,b'',
12-05-2019-22:59:09,,b'2',2
12-05-2019-22:59:12,,b'1',
12-05-2019-22:59:13,,b'1',
12-05-2019-22:59:18,,b'',
12-05-2019-22:59:23,,b'',
12-05-2019-22:59:29,,b'',
12-05-2019-22:59:34,play,b'',
12-05-2019-22:59:36,,b'2',2
12-05-2019-22:59:40,,b'2',
12-05-2019-22:59:41,,b'2',
12-05-2019-22:59:42,,b'2',
12-05-2019-22:59:43,,b'2',
12-05-2019-22:59:44,,b'2',
12-05-2019-22:59:45,,b'2',
12-05-2019-22:59:46,,b'2',
12-05-2019-22:59:47,,b'2',
12-05-2019-22:59:48,,b'2',
12-05-2019-22:59:49,,b'2',
12-05-2019-22:59:50,,b'2',
12-05-2019-22:59:51,,b'2',
12-05-2019-22:59:52,,b'2',
12-05-2019-22:59:53,,b'2',
12-05-2019-22:59:54,,b'2',
12-05-2019-22:59:55,,b'2',
12-05-2019-22:59:56,,b'2',
12-05-2019-22:59:57,,b'2',
12-05-2019-22:59:58,,b'2',
12-05-2019-22:59:59,,b'2',
12-05-2019-23:00:00,,b'2',
12-05-2019-23:00:01,,b'2',
12-05-2019-23:00:02,,b'2',
12-05-2019-23:00:05,,b'2',
12-05-2019-23:00:06,,b'2',
12-05-2019-23:00:08,,b'2',
12-05-2019-23:00:09,,b'2',
12-05-2019-23:00:10,,b'2',
12-05-2019-23:00:11,,b'2',
12-05-2019-23:00:12,,b'2',
12-05-2019-23:00:13,,b'2',
12-05-2019-23:00:14,,b'2',
12-05-2019-23:00:15,,b'2',
12-05-2019-23:00:16,,b'2',
12-05-2019-23:00:17,,b'2',
12-05-2019-23:00:18,,b'2',
12-05-2019-23:00:19,,b'2',
12-05-2019-23:00:20,,b'2',
12-05-2019-23:00:21,,b'2',
12-05-2019-23:00:22,,b'2',
12-05-2019-23:00:27,,b'2',
12-05-2019-23:00:31,,b'2',
12-05-2019-23:00:37,play,b'',
12-05-2019-23:00:39,,b'2',2
12-05-2019-23:00:40,,b'2',
12-05-2019-23:00:41,,b'2',
12-05-2019-23:00:42,,b'2',
12-05-2019-23:00:43,,b'2',
12-05-2019-23:00:44,,b'2',
12-05-2019-23:00:49,,b'2',
12-05-2019-23:00:50,,b'2',
12-05-2019-23:00:51,,b'2',
12-05-2019-23:00:52,,b'2',
12-05-2019-23:00:53,,b'2',
12-05-2019-23:00:54,,b'2',
12-05-2019-23:00:55,,b'2',
12-05-2019-23:00:56,,b'2',
12-05-2019-23:00:57,,b'2',
12-05-2019-23:00:58,,b'2',
12-05-2019-23:00:59,,b'2',
12-05-2019-23:01:00,,b'2',
12-05-2019-23:01:01,,b'2',
12-05-2019-23:01:02,,b'2',
12-05-2019-23:01:03,,b'2',
12-05-2019-23:01:04,,b'2',
12-05-2019-23:01:05,,b'2',
12-05-2019-23:01:06,,b'2',
12-05-2019-23:01:07,,b'2',
12-05-2019-23:01:13,play,b'',
12-05-2019-23:01:20,,b'',
12-05-2019-23:01:25,,b'2',2
12-05-2019-23:01:26,,b'2',
12-05-2019-23:01:27,,b'2',
12-05-2019-23:01:28,,b'2',
12-05-2019-23:01:29,,b'2',
12-05-2019-23:01:30,,b'2',
12-05-2019-23:01:31,,b'2',
12-05-2019-23:01:32,,b'2',
12-05-2019-23:01:33,,b'2',
12-05-2019-23:01:34,,b'2',
12-05-2019-23:01:35,,b'2',
12-05-2019-23:01:36,,b'2',
12-05-2019-23:01:37,,b'2',
12-05-2019-23:01:38,,b'2',
12-05-2019-23:01:39,,b'2',
12-05-2019-23:01:40,,b'2',
12-05-2019-23:01:41,,b'2',
12-05-2019-23:01:42,,b'2',
12-05-2019-23:01:43,,b'2',
12-05-2019-23:01:44,,b'2',
12-05-2019-23:01:45,,b'2',
12-05-2019-23:01:46,,b'2',
12-05-2019-23:01:47,,b'2',
12-05-2019-23:01:48,,b'2',
12-05-2019-23:01:50,,b'2',
12-05-2019-23:01:51,,b'2',
12-05-2019-23:01:56,play,b'',
12-05-2019-23:01:58,,b'2',2
12-05-2019-23:02:00,,b'2',
12-05-2019-23:02:03,,b'2',
12-05-2019-23:02:04,,b'2',
12-05-2019-23:02:05,,b'2',
12-05-2019-23:02:06,,b'2',
12-05-2019-23:02:07,,b'2',
12-05-2019-23:02:09,,b'2',
12-05-2019-23:02:10,,b'2',
12-05-2019-23:02:11,,b'2',
12-05-2019-23:02:12,,b'2',
12-05-2019-23:02:13,,b'2',
12-05-2019-23:02:14,,b'2',
12-05-2019-23:02:15,,b'2',
12-05-2019-23:02:16,,b'2',
12-05-2019-23:02:17,,b'2',
12-05-2019-23:02:19,,b'2',
12-05-2019-23:02:20,,b'2',
12-05-2019-23:02:21,,b'2',
12-05-2019-23:02:24,,b'2',
12-05-2019-23:02:25,,b'2',
12-05-2019-23:02:26,,b'2',
12-05-2019-23:02:27,,b'2',
12-05-2019-23:02:29,,b'2',
12-05-2019-23:02:30,,b'2',
12-05-2019-23:02:32,,b'2',
12-05-2019-23:02:33,,b'2',
12-05-2019-23:02:34,,b'2',
12-05-2019-23:02:36,,b'2',
12-05-2019-23:02:37,,b'2',
12-05-2019-23:02:38,,b'2',
12-05-2019-23:02:39,,b'2',
12-05-2019-23:02:40,,b'2',
12-05-2019-23:02:41,,b'2',
12-05-2019-23:02:42,,b'2',
12-05-2019-23:02:43,,b'2',
12-05-2019-23:02:44,,b'2',
12-05-2019-23:02:45,,b'2',
12-05-2019-23:02:46,,b'2',
12-05-2019-23:02:47,,b'2',
12-05-2019-23:02:48,,b'2',
12-05-2019-23:02:49,,b'2',
12-05-2019-23:02:50,,b'2',
12-05-2019-23:02:51,,b'2',
12-05-2019-23:02:52,,b'2',
12-05-2019-23:02:53,,b'2',
12-05-2019-23:02:54,,b'2',
12-05-2019-23:02:55,,b'2',
12-05-2019-23:02:56,,b'2',
12-05-2019-23:02:57,,b'2',
12-05-2019-23:02:58,,b'2',
12-05-2019-23:02:59,,b'2',
12-05-2019-23:03:00,,b'2',
12-05-2019-23:03:01,,b'2',
12-05-2019-23:03:02,,b'2',
12-05-2019-23:03:03,,b'2',
12-05-2019-23:03:06,,b'2',
12-05-2019-23:03:07,,b'2',
12-05-2019-23:03:08,,b'2',
12-05-2019-23:03:09,,b'2',
12-05-2019-23:03:10,,b'2',
12-05-2019-23:03:11,,b'2',
12-05-2019-23:03:12,,b'2',
12-05-2019-23:03:13,,b'2',
12-05-2019-23:03:14,,b'2',
12-05-2019-23:03:15,,b'2',
12-05-2019-23:03:16,,b'2',
12-05-2019-23:03:17,,b'2',
12-05-2019-23:03:18,,b'2',
12-05-2019-23:03:19,,b'2',
12-05-2019-23:03:20,,b'2',
12-05-2019-23:03:21,,b'2',
12-05-2019-23:03:22,,b'2',
12-05-2019-23:03:23,,b'2',
12-05-2019-23:03:24,,b'2',
12-05-2019-23:03:25,,b'2',
12-05-2019-23:03:26,,b'2',
12-05-2019-23:03:27,,b'2',
12-05-2019-23:03:28,,b'2',
12-05-2019-23:03:29,,b'2',
12-05-2019-23:03:30,,b'2',
12-05-2019-23:03:31,,b'2',
12-05-2019-23:03:32,,b'2',
12-05-2019-23:03:33,,b'2',
12-05-2019-23:03:34,,b'2',
12-05-2019-23:03:35,,b'2',
12-05-2019-23:03:36,,b'2',
12-05-2019-23:03:37,,b'2',
12-05-2019-23:03:38,,b'2',
12-05-2019-23:03:39,,b'2',
12-05-2019-23:03:40,,b'2',
12-05-2019-23:03:41,,b'2',
12-05-2019-23:03:42,,b'2',
12-05-2019-23:03:43,,b'2',
12-05-2019-23:03:44,,b'2',
12-05-2019-23:03:45,,b'2',
12-05-2019-23:03:46,,b'2',
12-05-2019-23:03:47,,b'2',
12-05-2019-23:03:48,,b'2',
12-05-2019-23:03:49,,b'2',
12-05-2019-23:03:50,,b'2',
12-05-2019-23:03:51,,b'2',
12-05-2019-23:03:52,,b'2',
12-05-2019-23:03:53,,b'2',
12-05-2019-23:03:54,,b'2',
12-05-2019-23:03:55,,b'2',
12-05-2019-23:03:56,,b'2',
12-05-2019-23:03:57,,b'2',
12-05-2019-23:03:58,,b'2',
12-05-2019-23:03:59,,b'2',
12-05-2019-23:04:00,,b'2',
12-05-2019-23:04:01,,b'2',
12-05-2019-23:04:02,,b'2',
12-05-2019-23:04:03,,b'2',
12-05-2019-23:04:04,,b'2',
12-05-2019-23:04:05,,b'2',
12-05-2019-23:04:06,,b'2',
12-05-2019-23:04:07,,b'2',
12-05-2019-23:04:08,,b'2',
12-05-2019-23:04:09,,b'2',
12-05-2019-23:04:10,,b'2',
12-05-2019-23:04:11,,b'2',
12-05-2019-23:04:12,,b'2',
12-05-2019-23:04:13,,b'2',
12-05-2019-23:04:14,,b'2',
12-05-2019-23:04:15,,b'2',
12-05-2019-23:04:16,,b'2',
12-05-2019-23:04:17,,b'2',
12-05-2019-23:04:18,,b'2',
12-05-2019-23:04:19,,b'2',
12-05-2019-23:04:20,,b'2',
12-05-2019-23:04:21,,b'2',
12-05-2019-23:04:22,,b'2',
12-05-2019-23:04:23,,b'2',
12-05-2019-23:04:24,,b'2',
12-05-2019-23:04:25,,b'2',
12-05-2019-23:04:26,,b'2',
12-05-2019-23:04:27,,b'2',
12-05-2019-23:04:28,,b'2',
12-05-2019-23:04:29,,b'2',
12-05-2019-23:04:30,,b'2',
12-05-2019-23:04:31,,b'2',
12-05-2019-23:04:32,,b'2',
12-05-2019-23:04:34,,b'2',
12-05-2019-23:04:35,,b'2',
12-05-2019-23:04:36,,b'2',
12-05-2019-23:04:37,,b'2',
12-05-2019-23:04:39,,b'2',
12-05-2019-23:04:40,,b'2',
12-05-2019-23:04:41,,b'2',
12-05-2019-23:04:42,,b'2',
12-05-2019-23:04:43,,b'2',
12-05-2019-23:04:44,,b'2',
12-05-2019-23:04:49,play,b'',
12-05-2019-23:04:56,,b'',
12-05-2019-23:05:01,,b'',
12-05-2019-23:05:06,,b'',
12-05-2019-23:05:11,play,b'',
12-05-2019-23:05:18,,b'',
12-05-2019-23:05:23,,b'',
12-05-2019-23:05:28,,b'',
12-05-2019-23:05:33,play,b'',
12-05-2019-23:05:40,,b'',
12-05-2019-23:05:45,,b'',
12-05-2019-23:05:50,,b'',
12-05-2019-23:05:52,,b'2',2
12-05-2019-23:05:57,play,b'',
12-05-2019-23:06:04,,b'',
12-05-2019-23:06:09,,b'',
12-05-2019-23:06:14,,b'',
12-05-2019-23:06:19,play,b'',
12-05-2019-23:06:26,,b'',
12-05-2019-23:06:31,,b'',
12-05-2019-23:06:36,,b'',
12-05-2019-23:06:41,play,b'',
12-05-2019-23:06:48,,b'',
12-05-2019-23:06:53,,b'',
12-05-2019-23:06:58,,b'',
12-05-2019-23:07:04,play,b'',
12-05-2019-23:07:11,,b'',
12-05-2019-23:07:16,,b'',
12-05-2019-23:07:21,,b'',
12-05-2019-23:07:26,play,b'',
12-05-2019-23:07:33,,b'',
12-05-2019-23:07:38,,b'',
12-05-2019-23:07:43,,b'',
12-05-2019-23:07:48,play,b'',
12-05-2019-23:07:55,,b'',
12-05-2019-23:08:00,,b'',
12-05-2019-23:08:05,,b'',
12-05-2019-23:08:10,play,b'',
12-05-2019-23:08:17,,b'',
12-05-2019-23:08:22,,b'',
12-05-2019-23:08:27,,b'',
12-05-2019-23:08:32,play,b'',
12-05-2019-23:08:39,,b'',
12-05-2019-23:08:45,,b'',
12-05-2019-23:08:46,,b'2',2
12-05-2019-23:08:51,,b'',
12-05-2019-23:08:56,play,b'',
12-05-2019-23:09:03,,b'',
12-05-2019-23:09:08,,b'',
12-05-2019-23:09:13,,b'',
12-05-2019-23:09:18,play,b'',
12-05-2019-23:09:25,,b'',
12-05-2019-23:09:30,,b'',
12-05-2019-23:09:35,,b'',
12-05-2019-23:09:40,play,b'',
12-05-2019-23:09:48,,b'',
12-05-2019-23:09:53,,b'',
12-05-2019-23:09:58,,b'',
12-05-2019-23:10:03,play,b'',
12-05-2019-23:10:10,,b'',
12-05-2019-23:10:15,,b'',
12-05-2019-23:10:20,,b'',
12-05-2019-23:10:25,,b'2',2
12-05-2019-23:10:30,play,b'',
12-05-2019-23:10:32,,b'2',2
12-05-2019-23:10:37,,b'',
12-05-2019-23:10:42,,b'',
12-05-2019-23:10:47,,b'',
12-05-2019-23:10:52,,b'',
12-05-2019-23:10:53,play,,
12-05-2019-23:11:00,,b'',
12-05-2019-23:11:05,,b'',
12-05-2019-23:11:10,,b'',
12-05-2019-23:11:15,play,b'',
12-05-2019-23:11:22,,b'',
12-05-2019-23:11:23,,b'2',2
12-05-2019-23:11:27,,b'2',
12-05-2019-23:11:28,,b'2',
12-05-2019-23:11:29,,b'2',
12-05-2019-23:11:30,,b'2',
12-05-2019-23:11:31,,b'2',
12-05-2019-23:11:32,,b'2',
12-05-2019-23:11:33,,b'2',
12-05-2019-23:11:35,,b'2',
12-05-2019-23:11:36,,b'2',
12-05-2019-23:11:37,,b'2',
12-05-2019-23:11:38,,b'2',
12-05-2019-23:11:39,,b'2',
12-05-2019-23:11:40,,b'2',
12-05-2019-23:11:41,,b'2',
12-05-2019-23:11:42,,b'2',
12-05-2019-23:11:43,,b'2',
12-05-2019-23:11:44,,b'2',
12-05-2019-23:11:45,,b'2',
12-05-2019-23:11:46,,b'2',
12-05-2019-23:11:47,,b'2',
12-05-2019-23:11:48,,b'2',
12-05-2019-23:11:49,,b'2',
12-05-2019-23:11:50,,b'2',
12-05-2019-23:11:51,,b'2',
12-05-2019-23:11:52,,b'2',
12-05-2019-23:11:53,,b'2',
12-05-2019-23:11:54,,b'2',
12-05-2019-23:11:56,,b'2',
12-05-2019-23:11:57,,b'2',
12-05-2019-23:11:58,,b'2',
12-05-2019-23:11:59,,b'2',
12-05-2019-23:12:04,play,b'',
12-05-2019-23:12:11,,b'2',2
12-05-2019-23:12:12,,b'2',
12-05-2019-23:12:17,,b'',
12-05-2019-23:12:18,,b'2',
12-05-2019-23:12:19,,b'2',
12-05-2019-23:12:20,,b'2',
12-05-2019-23:12:21,,b'2',
12-05-2019-23:12:22,,b'2',
12-05-2019-23:12:23,,b'2',
12-05-2019-23:12:24,,b'2',
12-05-2019-23:12:25,,b'2',
12-05-2019-23:12:26,,b'2',
12-05-2019-23:12:27,,b'2',
12-05-2019-23:12:32,play,b'',
12-05-2019-23:12:39,,b'',
12-05-2019-23:12:44,,b'',
12-05-2019-23:12:49,,b'',
12-05-2019-23:12:54,play,b'',
12-05-2019-23:13:02,,b'',
12-05-2019-23:13:07,,b'',
12-05-2019-23:13:12,,b'',
12-05-2019-23:13:17,play,b'',
12-05-2019-23:13:24,,b'',
12-05-2019-23:13:29,,b'',
12-05-2019-23:13:34,,b'',
12-05-2019-23:13:39,play,b'',
12-05-2019-23:13:46,,b'',
12-05-2019-23:13:51,,b'',
12-05-2019-23:13:56,,b'',
12-05-2019-23:14:01,play,b'',
12-05-2019-23:14:08,,b'',
12-05-2019-23:14:13,,b'',
12-05-2019-23:14:15,,b'2',
12-05-2019-23:14:16,,,2
12-05-2019-23:14:21,,b'',
12-05-2019-23:14:25,,b'2',
12-05-2019-23:14:27,,b'2',
12-05-2019-23:14:32,play,b'',
12-05-2019-23:14:39,,b'',
12-05-2019-23:14:42,,b'1',1
12-05-2019-23:14:43,,b'1',
12-05-2019-23:14:48,,b'',
12-05-2019-23:14:53,,b'',
12-05-2019-23:14:59,play,b'',
12-05-2019-23:15:06,,b'',
12-05-2019-23:15:11,,b'',
12-05-2019-23:15:16,,b'',
12-05-2019-23:15:21,play,b'',
12-05-2019-23:15:28,,b'',
12-05-2019-23:15:29,,b'2',2
12-05-2019-23:15:31,,b'2',
12-05-2019-23:15:36,,b'',
12-05-2019-23:15:41,,b'',
12-05-2019-23:15:46,,b'',
12-05-2019-23:15:47,play,,
12-05-2019-23:15:49,,b'2',2
12-05-2019-23:15:50,,b'2',
12-05-2019-23:15:51,,b'2',
12-05-2019-23:15:52,,b'2',
12-05-2019-23:15:53,,b'2',
12-05-2019-23:15:54,,b'2',
12-05-2019-23:15:55,,b'2',
12-05-2019-23:15:56,,b'2',
12-05-2019-23:15:57,,b'2',
12-05-2019-23:15:58,,b'2',
12-05-2019-23:15:59,,b'2',
12-05-2019-23:16:00,,b'2',
12-05-2019-23:16:01,,b'2',
12-05-2019-23:16:02,,b'2',
12-05-2019-23:16:03,,b'2',
12-05-2019-23:16:04,,b'2',
12-05-2019-23:16:05,,b'2',
12-05-2019-23:16:06,,b'2',
12-05-2019-23:16:07,,b'2',
12-05-2019-23:16:08,,b'2',
12-05-2019-23:16:09,,b'2',
12-05-2019-23:16:10,,b'2',
12-05-2019-23:16:11,,b'2',
12-05-2019-23:16:12,,b'2',
12-05-2019-23:16:13,,b'2',
12-05-2019-23:16:14,,b'2',
12-05-2019-23:16:19,,b'2',
12-05-2019-23:16:20,,b'2',
12-05-2019-23:16:21,,b'2',
12-05-2019-23:16:22,,b'2',
12-05-2019-23:16:23,,b'2',
12-05-2019-23:16:24,,b'2',
12-05-2019-23:16:25,,b'2',
12-05-2019-23:16:26,,b'2',
12-05-2019-23:16:27,,b'2',
12-05-2019-23:16:28,,b'2',
12-05-2019-23:16:29,,b'2',
12-05-2019-23:16:30,,b'2',
12-05-2019-23:16:31,,b'2',
12-05-2019-23:16:32,,b'2',
12-05-2019-23:16:33,,b'2',
12-05-2019-23:16:34,,b'2',
12-05-2019-23:16:35,,b'2',
12-05-2019-23:16:36,,b'2',
12-05-2019-23:16:37,,b'2',
12-05-2019-23:16:38,,b'2',
12-05-2019-23:16:39,,b'2',
12-05-2019-23:16:40,,b'2',
12-05-2019-23:16:41,,b'2',
12-05-2019-23:16:42,,b'2',
12-05-2019-23:16:43,,b'2',
12-05-2019-23:16:44,,b'2',
12-05-2019-23:16:46,,b'2',
12-05-2019-23:16:47,,b'2',
12-05-2019-23:16:48,,b'2',
12-05-2019-23:16:49,,b'2',
12-05-2019-23:16:50,,b'2',
12-05-2019-23:16:51,,b'2',
12-05-2019-23:16:52,,b'2',
12-05-2019-23:16:53,,b'2',
12-05-2019-23:16:54,,b'2',
12-05-2019-23:16:56,,b'2',
12-05-2019-23:17:01,play,b'',
12-05-2019-23:17:08,,b'',
12-05-2019-23:17:13,,b'',
12-05-2019-23:17:18,,b'',
12-05-2019-23:17:23,play,b'',
12-05-2019-23:17:30,,b'',
12-05-2019-23:17:35,,b'',
12-05-2019-23:17:40,,b'',
12-05-2019-23:17:45,play,b'',
12-05-2019-23:17:52,,b'',
12-05-2019-23:17:57,,b'',
