,signal,bat_id_1,bat_id_2,feeder,pump,condition
06-11-2019-06:40:37,,,,no_bat,,R reward
06-11-2019-06:40:38,,,,no_bat,,R reward
06-11-2019-06:40:39,,,,no_bat,,R reward
06-11-2019-06:40:40,,,,no_bat,,R reward
06-11-2019-06:40:42,play,,,no_bat,,R reward
06-11-2019-06:40:43,,,,no_bat,,R reward
06-11-2019-06:40:44,,,,no_bat,,R reward
06-11-2019-06:40:45,,,,no_bat,,R reward
06-11-2019-06:40:46,,,,no_bat,,R reward
06-11-2019-06:40:47,,,,no_bat,,R reward
06-11-2019-06:40:48,,,,no_bat,,R reward
06-11-2019-06:40:49,,,,no_bat,,R reward
06-11-2019-06:40:50,,,,no_bat,,R reward
06-11-2019-06:40:51,,,,no_bat,,R reward
06-11-2019-06:40:52,,,,no_bat,,R reward
06-11-2019-06:40:53,,,,no_bat,,R reward
06-11-2019-06:40:54,,,,no_bat,,R reward
06-11-2019-06:40:55,,,,no_bat,,R reward
06-11-2019-06:40:56,,,,no_bat,,R reward
06-11-2019-06:40:57,,,,no_bat,,R reward
06-11-2019-06:40:58,,,,no_bat,,R reward
06-11-2019-06:40:59,,,,no_bat,,R reward
06-11-2019-06:41:00,,,,no_bat,,R reward
06-11-2019-06:41:01,,,,no_bat,,R reward
06-11-2019-06:41:02,,,,no_bat,,R reward
06-11-2019-06:41:03,,,,no_bat,,R reward
06-11-2019-06:41:05,play,,,no_bat,,R reward
06-11-2019-06:41:06,,,,no_bat,,R reward
06-11-2019-06:41:07,,,,no_bat,,R reward
06-11-2019-06:41:08,,,,no_bat,,R reward
06-11-2019-06:41:09,,,,no_bat,,R reward
06-11-2019-06:41:10,,,,no_bat,,R reward
06-11-2019-06:41:11,,,,no_bat,,R reward
06-11-2019-06:41:12,,,,no_bat,,R reward
06-11-2019-06:41:13,,,,no_bat,,R reward
06-11-2019-06:41:14,,,,no_bat,,R reward
06-11-2019-06:41:15,,,,no_bat,,R reward
06-11-2019-06:41:16,,,,,,
06-11-2019-06:41:17,,,,no_bat,,R reward
06-11-2019-06:41:18,,,,no_bat,,R reward
06-11-2019-06:41:19,,,,no_bat,,R reward
06-11-2019-06:41:20,,,,no_bat,,R reward
06-11-2019-06:41:21,,,,no_bat,,R reward
06-11-2019-06:41:22,,,,no_bat,,R reward
06-11-2019-06:41:23,,,,no_bat,,R reward
06-11-2019-06:41:24,,,,no_bat,,R reward
06-11-2019-06:41:25,,,,no_bat,,R reward
06-11-2019-06:41:27,,,,no_bat,,R reward
06-11-2019-06:41:28,play,,,no_bat,,R reward
06-11-2019-06:41:29,,,,no_bat,,R reward
06-11-2019-06:41:30,,,,no_bat,,R reward
06-11-2019-06:41:31,,,,no_bat,,R reward
06-11-2019-06:41:32,,,,no_bat,,R reward
06-11-2019-06:41:33,,,,no_bat,,R reward
06-11-2019-06:41:34,,,,no_bat,,R reward
06-11-2019-06:41:35,,,,no_bat,,R reward
06-11-2019-06:41:36,,,,no_bat,,R reward
06-11-2019-06:41:37,,,,no_bat,,R reward
06-11-2019-06:41:38,,,,no_bat,,R reward
06-11-2019-06:41:39,,,,no_bat,,R reward
06-11-2019-06:41:40,,,,no_bat,,R reward
06-11-2019-06:41:41,,,,no_bat,,R reward
06-11-2019-06:41:42,,,,no_bat,,R reward
06-11-2019-06:41:44,,,,no_bat,,R reward
06-11-2019-06:41:45,,,,no_bat,,R reward
06-11-2019-06:41:46,,,,no_bat,,R reward
06-11-2019-06:41:47,,,,no_bat,,R reward
06-11-2019-06:41:48,,,,no_bat,,R reward
06-11-2019-06:41:49,,,,no_bat,,R reward
06-11-2019-06:41:50,,,,no_bat,,R reward
06-11-2019-06:41:51,play,,,,,R reward
06-11-2019-06:41:52,,,,no_bat,,R reward
06-11-2019-06:41:53,,,,,,
06-11-2019-06:41:54,,,,no_bat,,R reward
06-11-2019-06:41:55,,,,no_bat,,R reward
06-11-2019-06:41:56,,,,no_bat,,R reward
06-11-2019-06:41:57,,,,no_bat,,R reward
06-11-2019-06:41:58,,,,no_bat,,R reward
06-11-2019-06:41:59,,,,no_bat,,R reward
06-11-2019-06:42:00,,,,no_bat,,R reward
06-11-2019-06:42:01,,,,no_bat,,R reward
06-11-2019-06:42:02,,,,no_bat,,R reward
06-11-2019-06:42:04,,,,no_bat,,R reward
06-11-2019-06:42:06,,,,no_bat,,R reward
06-11-2019-06:42:07,,,,no_bat,,R reward
06-11-2019-06:42:08,,,,no_bat,,R reward
06-11-2019-06:42:10,,,,no_bat,,R reward
06-11-2019-06:42:11,,,,no_bat,,R reward
06-11-2019-06:42:12,,,,no_bat,,R reward
06-11-2019-06:42:14,,,,no_bat,,R reward
06-11-2019-06:42:15,play,,,no_bat,,R reward
06-11-2019-06:42:16,,,,no_bat,,R reward
06-11-2019-06:42:17,,,,no_bat,,R reward
06-11-2019-06:42:18,,,,no_bat,,R reward
06-11-2019-06:42:20,,,,no_bat,,R reward
06-11-2019-06:42:21,,,,no_bat,,R reward
06-11-2019-06:42:22,,,,no_bat,,R reward
06-11-2019-06:42:23,,,,no_bat,,R reward
06-11-2019-06:42:24,,,,no_bat,,R reward
06-11-2019-06:42:25,,,,no_bat,,R reward
06-11-2019-06:42:26,,,,no_bat,,R reward
06-11-2019-06:42:27,,,,no_bat,,R reward
06-11-2019-06:42:28,,,,no_bat,,R reward
06-11-2019-06:42:29,,,,no_bat,,R reward
06-11-2019-06:42:30,,,,no_bat,,R reward
06-11-2019-06:42:31,,,,no_bat,,R reward
06-11-2019-06:42:32,,,,no_bat,,R reward
06-11-2019-06:42:33,,,,no_bat,,R reward
06-11-2019-06:42:34,,,,no_bat,,R reward
06-11-2019-06:42:35,,,,no_bat,,R reward
06-11-2019-06:42:36,,,,no_bat,,R reward
06-11-2019-06:42:38,play,,,no_bat,,R reward
06-11-2019-06:42:39,,,,no_bat,,R reward
06-11-2019-06:42:40,,,,no_bat,,R reward
06-11-2019-06:42:41,,,,no_bat,,R reward
06-11-2019-06:42:42,,,,no_bat,,R reward
06-11-2019-06:42:43,,,,no_bat,,R reward
06-11-2019-06:42:44,,,,no_bat,,R reward
06-11-2019-06:42:45,,,,no_bat,,R reward
06-11-2019-06:42:46,,,,no_bat,,R reward
06-11-2019-06:42:47,,,,no_bat,,R reward
06-11-2019-06:42:48,,,,no_bat,,R reward
06-11-2019-06:42:50,,,,no_bat,,R reward
06-11-2019-06:42:51,,,,no_bat,,R reward
06-11-2019-06:42:52,,,,no_bat,,R reward
06-11-2019-06:42:53,,,,no_bat,,R reward
06-11-2019-06:42:54,,,,no_bat,,R reward
06-11-2019-06:42:55,,,,no_bat,,R reward
06-11-2019-06:42:56,,,,no_bat,,R reward
06-11-2019-06:42:57,,,,no_bat,,R reward
06-11-2019-06:42:58,,,,no_bat,,R reward
06-11-2019-06:43:00,,,,no_bat,,R reward
06-11-2019-06:43:01,play,,,no_bat,,R reward
06-11-2019-06:43:02,,,,no_bat,,R reward
06-11-2019-06:43:03,,,,no_bat,,R reward
06-11-2019-06:43:04,,,,no_bat,,R reward
06-11-2019-06:43:05,,,,no_bat,,R reward
06-11-2019-06:43:06,,,,no_bat,,R reward
06-11-2019-06:43:07,,,,no_bat,,R reward
06-11-2019-06:43:08,,,,no_bat,,R reward
06-11-2019-06:43:09,,,,no_bat,,R reward
06-11-2019-06:43:10,,,,no_bat,,R reward
06-11-2019-06:43:11,,,,no_bat,,R reward
06-11-2019-06:43:13,,,,no_bat,,R reward
06-11-2019-06:43:14,,,,no_bat,,R reward
06-11-2019-06:43:15,,,,no_bat,,R reward
06-11-2019-06:43:16,,,,no_bat,,R reward
06-11-2019-06:43:17,,,,no_bat,,R reward
06-11-2019-06:43:18,,,,no_bat,,R reward
06-11-2019-06:43:20,,,,no_bat,,R reward
06-11-2019-06:43:21,,,,no_bat,,R reward
06-11-2019-06:43:22,,,,no_bat,,R reward
06-11-2019-06:43:23,,,,no_bat,,R reward
06-11-2019-06:43:24,play,,,no_bat,,R reward
06-11-2019-06:43:25,,,,no_bat,,R reward
06-11-2019-06:43:26,,,,no_bat,,R reward
06-11-2019-06:43:27,,,,no_bat,,R reward
06-11-2019-06:43:28,,,,no_bat,,R reward
06-11-2019-06:43:29,,,,no_bat,,R reward
06-11-2019-06:43:30,,,,no_bat,,R reward
06-11-2019-06:43:31,,,,no_bat,,R reward
06-11-2019-06:43:32,,,,no_bat,,R reward
06-11-2019-06:43:33,,,,no_bat,,R reward
06-11-2019-06:43:35,,,,no_bat,,R reward
06-11-2019-06:43:36,,,,no_bat,,R reward
06-11-2019-06:43:37,,,,no_bat,,R reward
06-11-2019-06:43:38,,,,no_bat,,R reward
06-11-2019-06:43:39,,,,no_bat,,R reward
06-11-2019-06:43:40,,,,no_bat,,R reward
06-11-2019-06:43:41,,,,no_bat,,R reward
06-11-2019-06:43:42,,,,no_bat,,R reward
06-11-2019-06:43:43,,,,no_bat,,R reward
06-11-2019-06:43:44,,,,no_bat,,R reward
06-11-2019-06:43:45,,,,no_bat,,R reward
06-11-2019-06:43:46,,,,no_bat,,R reward
06-11-2019-06:43:47,play,,,,,R reward
06-11-2019-06:43:48,,,,no_bat,,R reward
06-11-2019-06:43:49,,,,no_bat,,R reward
06-11-2019-06:43:50,,,,no_bat,,R reward
06-11-2019-06:43:51,,,,no_bat,,R reward
06-11-2019-06:43:52,,,,no_bat,,R reward
06-11-2019-06:43:53,,,,no_bat,,R reward
06-11-2019-06:43:55,,,,no_bat,,R reward
06-11-2019-06:43:56,,,,no_bat,,R reward
06-11-2019-06:43:58,,,,no_bat,,R reward
06-11-2019-06:43:59,,,,no_bat,,R reward
06-11-2019-06:44:00,,,,no_bat,,R reward
06-11-2019-06:44:01,,,,no_bat,,R reward
06-11-2019-06:44:02,,,,no_bat,,R reward
06-11-2019-06:44:03,,,,no_bat,,R reward
06-11-2019-06:44:04,,,,no_bat,,R reward
06-11-2019-06:44:05,,,,no_bat,,R reward
06-11-2019-06:44:06,,,,no_bat,,R reward
06-11-2019-06:44:07,,,,no_bat,,R reward
06-11-2019-06:44:08,,,,no_bat,,R reward
06-11-2019-06:44:10,,,,no_bat,,R reward
06-11-2019-06:44:11,play,,,,,R reward
06-11-2019-06:44:12,,,,no_bat,,R reward
06-11-2019-06:44:14,,,,no_bat,,R reward
06-11-2019-06:44:15,,,,no_bat,,R reward
06-11-2019-06:44:16,,,,no_bat,,R reward
06-11-2019-06:44:17,,,,,,
06-11-2019-06:44:18,,,,no_bat,,R reward
06-11-2019-06:44:19,,,,no_bat,,R reward
06-11-2019-06:44:20,,,,no_bat,,R reward
06-11-2019-06:44:21,,,,no_bat,,R reward
06-11-2019-06:44:23,,,,no_bat,,R reward
06-11-2019-06:44:24,,,,no_bat,,R reward
06-11-2019-06:44:25,,,,no_bat,,R reward
06-11-2019-06:44:26,,,,no_bat,,R reward
06-11-2019-06:44:27,,,,no_bat,,R reward
06-11-2019-06:44:28,,,,no_bat,,R reward
06-11-2019-06:44:29,,,,no_bat,,R reward
06-11-2019-06:44:30,,,,no_bat,,R reward
06-11-2019-06:44:31,,,,no_bat,,R reward
06-11-2019-06:44:32,,,,no_bat,,R reward
06-11-2019-06:44:33,,,,no_bat,,R reward
06-11-2019-06:44:34,play,,,,,R reward
06-11-2019-06:44:35,,,,no_bat,,R reward
06-11-2019-06:44:36,,,,no_bat,,R reward
06-11-2019-06:44:37,,,,,,
06-11-2019-06:44:38,,,,no_bat,,R reward
06-11-2019-06:44:39,,,,no_bat,,R reward
06-11-2019-06:44:40,,,,no_bat,,R reward
06-11-2019-06:44:41,,,,no_bat,,R reward
06-11-2019-06:44:42,,,,no_bat,,R reward
06-11-2019-06:44:43,,,,no_bat,,R reward
06-11-2019-06:44:44,,,,no_bat,,R reward
06-11-2019-06:44:45,,,,no_bat,,R reward
06-11-2019-06:44:47,,,,no_bat,,R reward
06-11-2019-06:44:48,,,,no_bat,,R reward
06-11-2019-06:44:50,,,,no_bat,,R reward
06-11-2019-06:44:51,,,,no_bat,,R reward
06-11-2019-06:44:52,,,,no_bat,,R reward
06-11-2019-06:44:53,,,,no_bat,,R reward
06-11-2019-06:44:54,,,,no_bat,,R reward
06-11-2019-06:44:56,,,,no_bat,,R reward
06-11-2019-06:44:57,,,,no_bat,,R reward
06-11-2019-06:44:59,play,,,no_bat,,R reward
06-11-2019-06:45:00,,,,no_bat,,R reward
06-11-2019-06:45:01,,,,no_bat,,R reward
06-11-2019-06:45:02,,,,no_bat,,R reward
06-11-2019-06:45:03,,,,no_bat,,R reward
06-11-2019-06:45:04,,,,no_bat,,R reward
06-11-2019-06:45:05,,,,no_bat,,R reward
06-11-2019-06:45:06,,,,no_bat,,R reward
06-11-2019-06:45:07,,,,no_bat,,R reward
06-11-2019-06:45:08,,,,no_bat,,R reward
06-11-2019-06:45:09,,,,no_bat,,R reward
06-11-2019-06:45:11,,,,no_bat,,R reward
06-11-2019-06:45:12,,,,no_bat,,R reward
06-11-2019-06:45:13,,,,no_bat,,R reward
06-11-2019-06:45:14,,,,no_bat,,R reward
06-11-2019-06:45:15,,,,no_bat,,R reward
06-11-2019-06:45:16,,,,no_bat,,R reward
06-11-2019-06:45:17,,,,no_bat,,R reward
06-11-2019-06:45:19,,,,no_bat,,R reward
06-11-2019-06:45:20,,,,no_bat,,R reward
06-11-2019-06:45:21,,,,no_bat,,R reward
06-11-2019-06:45:22,play,,,,,R reward
06-11-2019-06:45:23,,,,no_bat,,R reward
06-11-2019-06:45:24,,,,no_bat,,R reward
06-11-2019-06:45:25,,,,no_bat,,R reward
06-11-2019-06:45:26,,,,no_bat,,R reward
06-11-2019-06:45:27,,,,no_bat,,R reward
06-11-2019-06:45:28,,,,no_bat,,R reward
06-11-2019-06:45:29,,,,no_bat,,R reward
06-11-2019-06:45:30,,,,no_bat,,R reward
06-11-2019-06:45:31,,,,no_bat,,R reward
06-11-2019-06:45:32,,,,no_bat,,R reward
06-11-2019-06:45:33,,,,no_bat,,R reward
06-11-2019-06:45:35,,,,no_bat,,R reward
06-11-2019-06:45:36,,,,,,
06-11-2019-06:45:37,,,,no_bat,,R reward
06-11-2019-06:45:38,,,,no_bat,,R reward
06-11-2019-06:45:39,,,,no_bat,,R reward
06-11-2019-06:45:40,,,,no_bat,,R reward
06-11-2019-06:45:41,,,,no_bat,,R reward
06-11-2019-06:45:42,,,,no_bat,,R reward
06-11-2019-06:45:43,,,,no_bat,,R reward
06-11-2019-06:45:44,,,,no_bat,,R reward
06-11-2019-06:45:46,play,,,no_bat,,R reward
06-11-2019-06:45:47,,,,no_bat,,R reward
06-11-2019-06:45:48,,,,no_bat,,R reward
06-11-2019-06:45:49,,,,no_bat,,R reward
06-11-2019-06:45:50,,,,no_bat,,R reward
06-11-2019-06:45:51,,,,no_bat,,R reward
06-11-2019-06:45:52,,,,no_bat,,R reward
06-11-2019-06:45:53,,,,no_bat,,R reward
06-11-2019-06:45:54,,,,no_bat,,R reward
06-11-2019-06:45:55,,,,no_bat,,R reward
06-11-2019-06:45:56,,,,no_bat,,R reward
06-11-2019-06:45:58,,,,no_bat,,R reward
06-11-2019-06:45:59,,,,no_bat,,R reward
06-11-2019-06:46:00,,,,no_bat,,R reward
06-11-2019-06:46:01,,,,no_bat,,R reward
06-11-2019-06:46:02,,,,no_bat,,R reward
06-11-2019-06:46:03,,,,no_bat,,R reward
06-11-2019-06:46:04,,,,no_bat,,R reward
06-11-2019-06:46:06,,,,no_bat,,R reward
06-11-2019-06:46:07,,,,no_bat,,R reward
06-11-2019-06:46:08,,,,no_bat,,R reward
06-11-2019-06:46:09,play,,,,,R reward
06-11-2019-06:46:10,,,,no_bat,,R reward
06-11-2019-06:46:11,,,,no_bat,,R reward
06-11-2019-06:46:12,,,,no_bat,,R reward
06-11-2019-06:46:13,,,,no_bat,,R reward
06-11-2019-06:46:15,,,,no_bat,,R reward
06-11-2019-06:46:16,,,,no_bat,,R reward
06-11-2019-06:46:17,,,,no_bat,,R reward
06-11-2019-06:46:18,,,,no_bat,,R reward
06-11-2019-06:46:19,,,,no_bat,,R reward
06-11-2019-06:46:21,,,,no_bat,,R reward
06-11-2019-06:46:22,,,,no_bat,,R reward
06-11-2019-06:46:23,,,,no_bat,,R reward
06-11-2019-06:46:24,,,,no_bat,,R reward
06-11-2019-06:46:25,,,,no_bat,,R reward
06-11-2019-06:46:26,,,,no_bat,,R reward
06-11-2019-06:46:28,,,,no_bat,,R reward
06-11-2019-06:46:29,,,,no_bat,,R reward
06-11-2019-06:46:30,,,,,,
06-11-2019-06:46:31,,,,no_bat,,R reward
06-11-2019-06:46:32,play,,,,,R reward
06-11-2019-06:46:33,,,,no_bat,,R reward
06-11-2019-06:46:34,,,,no_bat,,R reward
06-11-2019-06:46:35,,,,no_bat,,R reward
06-11-2019-06:46:36,,,,no_bat,,R reward
06-11-2019-06:46:37,,,,no_bat,,R reward
06-11-2019-06:46:38,,,,no_bat,,R reward
06-11-2019-06:46:39,,,,no_bat,,R reward
06-11-2019-06:46:40,,,,no_bat,,R reward
06-11-2019-06:46:41,,,,no_bat,,R reward
06-11-2019-06:46:43,,,,no_bat,,R reward
06-11-2019-06:46:44,,,,no_bat,,R reward
06-11-2019-06:46:45,,,,no_bat,,R reward
06-11-2019-06:46:46,,,,no_bat,,R reward
06-11-2019-06:46:47,,,,no_bat,,R reward
06-11-2019-06:46:48,,,,no_bat,,R reward
06-11-2019-06:46:49,,,,no_bat,,R reward
06-11-2019-06:46:50,,,,no_bat,,R reward
06-11-2019-06:46:51,,,,no_bat,,R reward
06-11-2019-06:46:52,,,,no_bat,,R reward
06-11-2019-06:46:53,,,,no_bat,,R reward
06-11-2019-06:46:54,,,,no_bat,,R reward
06-11-2019-06:46:55,play,,,,,R reward
06-11-2019-06:46:56,,,,no_bat,,R reward
06-11-2019-06:46:57,,,,,,R reward
06-11-2019-06:46:58,,,,no_bat,,R reward
06-11-2019-06:46:59,,,,no_bat,,R reward
06-11-2019-06:47:00,,,,no_bat,,R reward
06-11-2019-06:47:01,,,,no_bat,,R reward
06-11-2019-06:47:02,,,,no_bat,,R reward
06-11-2019-06:47:03,,,,no_bat,,R reward
06-11-2019-06:47:04,,,,no_bat,,R reward
06-11-2019-06:47:05,,,,no_bat,,R reward
06-11-2019-06:47:06,,,,no_bat,,R reward
06-11-2019-06:47:08,,,,no_bat,,R reward
06-11-2019-06:47:09,,,,no_bat,,R reward
06-11-2019-06:47:10,,,,no_bat,,R reward
06-11-2019-06:47:11,,,,no_bat,,R reward
06-11-2019-06:47:12,,,,no_bat,,R reward
06-11-2019-06:47:13,,,,no_bat,,R reward
06-11-2019-06:47:14,,,,no_bat,,R reward
06-11-2019-06:47:15,,,,no_bat,,R reward
06-11-2019-06:47:16,,,,no_bat,,R reward
06-11-2019-06:47:17,,,,no_bat,,R reward
06-11-2019-06:47:18,,,,no_bat,,R reward
06-11-2019-06:47:20,play,,,no_bat,,R reward
06-11-2019-06:47:21,,,,no_bat,,R reward
06-11-2019-06:47:22,,,,no_bat,,R reward
06-11-2019-06:47:23,,,,no_bat,,R reward
06-11-2019-06:47:25,,,,no_bat,,R reward
06-11-2019-06:47:26,,,,no_bat,,R reward
06-11-2019-06:47:27,,,,no_bat,,R reward
06-11-2019-06:47:28,,,,no_bat,,R reward
06-11-2019-06:47:29,,,,no_bat,,R reward
06-11-2019-06:47:30,,,,no_bat,,R reward
06-11-2019-06:47:32,,,,no_bat,,R reward
06-11-2019-06:47:33,,,,no_bat,,R reward
06-11-2019-06:47:34,,,,no_bat,,R reward
06-11-2019-06:47:35,,,,no_bat,,R reward
06-11-2019-06:47:36,,,,no_bat,,R reward
06-11-2019-06:47:37,,,,no_bat,,R reward
06-11-2019-06:47:38,,,,no_bat,,R reward
06-11-2019-06:47:39,,,,no_bat,,R reward
06-11-2019-06:47:40,,,,,,
06-11-2019-06:47:41,,,,no_bat,,R reward
06-11-2019-06:47:42,,,,no_bat,,R reward
06-11-2019-06:47:43,play,,,,,R reward
06-11-2019-06:47:44,,,,no_bat,,R reward
06-11-2019-06:47:45,,,,no_bat,,R reward
06-11-2019-06:47:47,,,,no_bat,,R reward
06-11-2019-06:47:48,,,,no_bat,,R reward
06-11-2019-06:47:50,,,,no_bat,,R reward
06-11-2019-06:47:51,,,,no_bat,,R reward
06-11-2019-06:47:53,,,,no_bat,,R reward
06-11-2019-06:47:54,,,,no_bat,,R reward
06-11-2019-06:47:55,,,,no_bat,,R reward
06-11-2019-06:47:56,,,,no_bat,,R reward
06-11-2019-06:47:57,,,,no_bat,,R reward
06-11-2019-06:47:58,,,,no_bat,,R reward
06-11-2019-06:47:59,,,,no_bat,,R reward
06-11-2019-06:48:00,,,,no_bat,,R reward
06-11-2019-06:48:01,,,,no_bat,,R reward
06-11-2019-06:48:02,,,,no_bat,,R reward
06-11-2019-06:48:03,,,,no_bat,,R reward
06-11-2019-06:48:04,,,,no_bat,,R reward
06-11-2019-06:48:05,,,,no_bat,,R reward
06-11-2019-06:48:07,play,,,,,R reward
06-11-2019-06:48:08,,,,no_bat,,R reward
06-11-2019-06:48:10,,,,no_bat,,R reward
06-11-2019-06:48:11,,,,no_bat,,R reward
06-11-2019-06:48:12,,,,no_bat,,R reward
06-11-2019-06:48:14,,,,no_bat,,R reward
06-11-2019-06:48:16,,,,no_bat,,R reward
06-11-2019-06:48:17,,,,no_bat,,R reward
06-11-2019-06:48:19,,,,no_bat,,R reward
06-11-2019-06:48:20,,,,no_bat,,R reward
06-11-2019-06:48:21,,,,no_bat,,R reward
06-11-2019-06:48:23,,,,no_bat,,R reward
06-11-2019-06:48:24,,,,no_bat,,R reward
06-11-2019-06:48:25,,,,no_bat,,R reward
06-11-2019-06:48:27,,,,no_bat,,R reward
06-11-2019-06:48:28,,,,no_bat,,R reward
06-11-2019-06:48:29,,,,no_bat,,R reward
06-11-2019-06:48:30,,,,no_bat,,R reward
06-11-2019-06:48:31,play,,,,,R reward
06-11-2019-06:48:32,,,,no_bat,,R reward
06-11-2019-06:48:33,,,,no_bat,,R reward
06-11-2019-06:48:34,,,,no_bat,,R reward
06-11-2019-06:48:35,,,,no_bat,,R reward
06-11-2019-06:48:36,,,,no_bat,,R reward
06-11-2019-06:48:38,,,,no_bat,,R reward
06-11-2019-06:48:39,,,,no_bat,,R reward
06-11-2019-06:48:40,,,,no_bat,,R reward
06-11-2019-06:48:41,,,,no_bat,,R reward
06-11-2019-06:48:42,,,,no_bat,,R reward
06-11-2019-06:48:43,,,,no_bat,,R reward
06-11-2019-06:48:44,,,,no_bat,,R reward
06-11-2019-06:48:45,,,,no_bat,,R reward
06-11-2019-06:48:46,,,,no_bat,,R reward
06-11-2019-06:48:47,,,,no_bat,,R reward
06-11-2019-06:48:48,,,,no_bat,,R reward
06-11-2019-06:48:49,,,,no_bat,,R reward
06-11-2019-06:48:50,,,,no_bat,,R reward
06-11-2019-06:48:51,,,,no_bat,,R reward
06-11-2019-06:48:52,,,,no_bat,,R reward
06-11-2019-06:48:53,,,,no_bat,,R reward
06-11-2019-06:48:54,play,,,,,R reward
06-11-2019-06:48:55,,,,no_bat,,R reward
06-11-2019-06:48:57,,,,no_bat,,R reward
06-11-2019-06:48:58,,,,no_bat,,R reward
06-11-2019-06:49:00,,,,no_bat,,R reward
06-11-2019-06:49:01,,,,no_bat,,R reward
06-11-2019-06:49:02,,,,no_bat,,R reward
06-11-2019-06:49:03,,,,no_bat,,R reward
06-11-2019-06:49:04,,,,no_bat,,R reward
06-11-2019-06:49:05,,,,no_bat,,R reward
06-11-2019-06:49:06,,,,no_bat,,R reward
06-11-2019-06:49:07,,,,no_bat,,R reward
06-11-2019-06:49:08,,,,no_bat,,R reward
06-11-2019-06:49:09,,,,no_bat,,R reward
06-11-2019-06:49:10,,,,no_bat,,R reward
06-11-2019-06:49:11,,,,no_bat,,R reward
06-11-2019-06:49:12,,,,no_bat,,R reward
06-11-2019-06:49:13,,,,no_bat,,R reward
06-11-2019-06:49:14,,,,no_bat,,R reward
06-11-2019-06:49:15,,,,no_bat,,R reward
06-11-2019-06:49:16,,,,no_bat,,R reward
06-11-2019-06:49:17,play,,,,,R reward
06-11-2019-06:49:18,,,,no_bat,,R reward
06-11-2019-06:49:19,,,,no_bat,,R reward
06-11-2019-06:49:21,,,,no_bat,,R reward
06-11-2019-06:49:22,,,,no_bat,,R reward
06-11-2019-06:49:23,,,,no_bat,,R reward
06-11-2019-06:49:24,,,,no_bat,,R reward
06-11-2019-06:49:25,,,,no_bat,,R reward
06-11-2019-06:49:26,,,,no_bat,,R reward
06-11-2019-06:49:27,,,,no_bat,,R reward
06-11-2019-06:49:29,,,,no_bat,,R reward
06-11-2019-06:49:30,,,,no_bat,,R reward
06-11-2019-06:49:31,,,,no_bat,,R reward
06-11-2019-06:49:32,,,,no_bat,,R reward
06-11-2019-06:49:34,,,,no_bat,,R reward
06-11-2019-06:49:35,,,,no_bat,,R reward
06-11-2019-06:49:36,,,,no_bat,,R reward
06-11-2019-06:49:37,,,,no_bat,,R reward
06-11-2019-06:49:38,,,,no_bat,,R reward
06-11-2019-06:49:39,,,,no_bat,,R reward
06-11-2019-06:49:41,play,,,no_bat,,R reward
06-11-2019-06:49:42,,,,no_bat,,R reward
06-11-2019-06:49:43,,,,no_bat,,R reward
06-11-2019-06:49:44,,,,no_bat,,R reward
06-11-2019-06:49:45,,,,no_bat,,R reward
06-11-2019-06:49:46,,,,no_bat,,R reward
06-11-2019-06:49:47,,,,no_bat,,R reward
06-11-2019-06:49:48,,,,no_bat,,R reward
06-11-2019-06:49:49,,,,no_bat,,R reward
06-11-2019-06:49:50,,,,no_bat,,R reward
06-11-2019-06:49:51,,,,,,
06-11-2019-06:49:52,,,,no_bat,,R reward
06-11-2019-06:49:53,,,,no_bat,,R reward
06-11-2019-06:49:54,,,,no_bat,,R reward
06-11-2019-06:49:55,,,,no_bat,,R reward
06-11-2019-06:49:56,,,,no_bat,,R reward
06-11-2019-06:49:58,,,,no_bat,,R reward
06-11-2019-06:49:59,,,,no_bat,,R reward
06-11-2019-06:50:00,,,,no_bat,,R reward
06-11-2019-06:50:01,,,,no_bat,,R reward
06-11-2019-06:50:02,,,,no_bat,,R reward
06-11-2019-06:50:03,,,,no_bat,,R reward
06-11-2019-06:50:04,,,,no_bat,,R reward
06-11-2019-06:50:05,play,,,no_bat,,R reward
06-11-2019-06:50:06,,,,no_bat,,R reward
06-11-2019-06:50:07,,,,no_bat,,R reward
06-11-2019-06:50:08,,,,no_bat,,R reward
06-11-2019-06:50:09,,,,no_bat,,R reward
06-11-2019-06:50:10,,,,no_bat,,R reward
06-11-2019-06:50:11,,,,no_bat,,R reward
06-11-2019-06:50:12,,,,no_bat,,R reward
06-11-2019-06:50:13,,,,no_bat,,R reward
06-11-2019-06:50:14,,,,no_bat,,R reward
06-11-2019-06:50:15,,,,no_bat,,R reward
06-11-2019-06:50:17,,,,no_bat,,R reward
06-11-2019-06:50:18,,,,no_bat,,R reward
06-11-2019-06:50:19,,,,no_bat,,R reward
06-11-2019-06:50:20,,,,no_bat,,R reward
06-11-2019-06:50:22,,,,no_bat,,R reward
06-11-2019-06:50:23,,,,no_bat,,R reward
06-11-2019-06:50:24,,,,no_bat,,R reward
06-11-2019-06:50:25,,,,no_bat,,R reward
06-11-2019-06:50:26,,,,no_bat,,R reward
06-11-2019-06:50:27,,,,no_bat,,R reward
06-11-2019-06:50:28,play,,,,,R reward
06-11-2019-06:50:29,,,,no_bat,,R reward
06-11-2019-06:50:30,,,,no_bat,,R reward
06-11-2019-06:50:31,,,,no_bat,,
06-11-2019-06:50:32,,,,,,R reward
06-11-2019-06:50:33,,,,no_bat,,R reward
06-11-2019-06:50:34,,,,no_bat,,R reward
06-11-2019-06:50:35,,,,no_bat,,R reward
